election_type,province,constituency,amphoe,tambon,unit,turnout_rate,spoiled_rate,abstain_rate,ocr_vote_diff_abs,outlier_score
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,22,0.6645833333333333,0.050156739811912224,0.109717868338558,0,1.8564466227652419
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,23,0.679324894514768,0.021739130434782608,0.13043478260869565,1,1.9962172799838371
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,25,0.6813417190775681,0.018461538461538463,0.1076923076923077,0,1.7996543904941456
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,26,0.7274368231046932,0.019851116625310174,0.09181141439205956,0,1.8203296455254538
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,27,0.7099099099099099,0.012690355329949238,0.08375634517766498,0,1.8091855872057194
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,28,0.685251798561151,0.013123359580052493,0.07611548556430446,60,2.6533609126677997
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,3,0.7043478260869566,0.0102880658436214,0.01440329218106996,140,5.125972804006404
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,30,0.7171532846715328,0.10941475826972011,0.3944020356234097,0,8.321360686403972
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,31,0.7461538461538462,0.030927835051546393,0.03608247422680412,0,1.0427205779624504
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,32,0.7240663900414938,0.04011461318051576,0.06017191977077364,0,1.189548839942285
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,33,0.6979166666666666,0.011940298507462687,0.11044776119402985,30,2.4430960679477782
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,34,0.6555555555555556,0.0480225988700565,0.1016949152542373,6,1.4556589849047148
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,35,0.6814814814814815,0.03804347826086957,0.05434782608695652,0,0.7583661717178821
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,36,0.7323420074349443,0.025380710659898477,0.08883248730964467,0,1.634609221003953
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,37,0.7203703703703703,0.10539845758354756,0.38817480719794345,0,8.123340361235165
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,38,0.7207602339181286,0.0486815415821501,0.060851926977687626,0,1.4464792310447965
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,40,0.6559139784946236,0.02576112412177986,0.11241217798594848,1,1.4564679216876084
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,41,0.6944444444444444,0.044444444444444446,0.09111111111111111,50,2.4467355081959417
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,43,0.7113237639553429,0.01569506726457399,0.08520179372197309,0,1.7459586962575837
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,44,0.5283757338551859,0.07777777777777778,0.11851851851851852,0,3.6422197409406447
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,45,0.6129597197898424,0.008571428571428572,0.10571428571428572,0,2.2043574939738724
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,5,0.3451568894952251,0.07114624505928854,0.11462450592885376,0,4.576773524884028
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,6,0.712,0.025280898876404494,0.22191011235955055,17,3.4208517050608265
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,7,0.6907630522088354,0.02616279069767442,0.06686046511627906,0,1.0085537859979248
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,8,0.699009900990099,0.014164305949008499,0.0906515580736544,136,5.068092539744502
constituency,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,9,0.6404886561954625,0.021798365122615803,0.10626702997275204,0,1.6178222371129765
party_list,อุบลราชธานี,2,ตำบลขี้เหล็ก,ตำบลขี้เหล็ก,3,0.8083941605839416,0.056433408577878104,0.02708803611738149,134,2.2649367987544236
party_list,อุบลราชธานี,2,ตำบลขี้เหล็ก,ตำบลขี้เหล็ก,4,0.7864823348694316,0.052734375,0.041015625,195,2.7768905953654412
party_list,อุบลราชธานี,2,ตำบลขี้เหล็ก,ตำบลขี้เหล็ก,5,0.8169491525423729,0.04771784232365145,0.024896265560165973,0,2.3132671785490992
party_list,อุบลราชธานี,2,ตำบลขี้เหล็ก,ตำบลขี้เหล็ก,9,,,,0,0.6333002254515928
party_list,อุบลราชธานี,2,ตำบลปะอาว,ตำบลปะอาว,1,0.7918918918918919,0.051194539249146756,0.08873720136518772,0,3.479272419867688
party_list,อุบลราชธานี,2,ตำบลปะอาว,ตำบลปะอาว,2,0.7918918918918919,0.051194539249146756,0.07508532423208192,11,2.931256331051373
party_list,อุบลราชธานี,2,ตำบลปะอาว,ตำบลปะอาว,3,0.6439873417721519,0.036855036855036855,0.019656019656019656,94,1.151026876784649
party_list,อุบลราชธานี,2,ตำบลปะอาว,ตำบลปะอาว,6,0.5820568927789934,0.03759398496240601,0.018796992481203006,10,1.7684163251649356
party_list,อุบลราชธานี,2,ตำบลปะอาว,ตำบลปะอาว,9,0.6329411764705882,0.03717472118959108,0.011152416356877323,62,1.1486660433743296
party_list,อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,1,0.756140350877193,0.03248259860788863,0.03248259860788863,214,2.86649171532034
party_list,อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,10,,,,78,0.21508309543639004
party_list,อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,11,0.8135593220338984,0.04375,0.029166666666666667,121,2.2517616123660558
party_list,อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,12,0.8378378378378378,0.02977667493796526,0.02729528535980149,19,2.4067380774820992
party_list,อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,13,0.7990430622009569,0.07784431137724551,0.04491017964071856,87,2.005370414452118
party_list,อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,15,0.8159203980099502,0.01524390243902439,0.027439024390243903,36,2.2304105207166876
party_list,อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,2,0.8133561643835616,0.031578947368421054,0.018947368421052633,0,2.6699156616289423
party_list,อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,4,,,,95,0.39998715255300166
party_list,อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,6,0.9101338432122371,0.03991596638655462,,8,2.7161235803509016
party_list,อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,7,0.7558320373250389,0.03497942386831276,0.024691358024691357,171,2.6104960822976198
party_list,อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,8,,,,51,0.07858805410175788
party_list,อุบลราชธานี,2,ตำบลเขื่องใน,เขตตำบลเขื่องใน,10,0.517799352750809,0.07291666666666667,0.022916666666666665,19,1.9647261362086867
party_list,อุบลราชธานี,2,ตำบลเขื่องใน,เขตตำบลเขื่องใน,11,0.6143667296786389,0.05846153846153846,0.003076923076923077,26,1.6112128871209954
party_list,อุบลราชธานี,2,ตำบลเขื่องใน,เขตตำบลเขื่องใน,7,0.7185185185185186,0.061855670103092786,0.01718213058419244,64,1.1778900971569752
party_list,อุบลราชธานี,2,ตำบลเขื่องใน,เขตตำบลเขื่องใน,8,0.6740576496674058,0.07072368421052631,0.013157894736842105,0,1.6497166273797714
party_list,อุบลราชธานี,2,ตำบลเขื่องใน,เขตตำบลเขื่องใน,9,0.7647058823529411,0.04807692307692308,,42,1.157096091292877
party_list,อุบลราชธานี,2,ตำบลเขื่องใน,เขตเทศบาล และนอกเขต,0,0.7211703958691911,0.045346062052505964,0.021479713603818614,60,1.117768359921471
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,0.5279850746268657,0.045936395759717315,0.007067137809187279,4,2.505102032349805
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,10,0.36827195467422097,0.023076923076923078,0.015384615384615385,10,3.6544380030768266
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,11,0.6059602649006622,0.03278688524590164,0.01639344262295082,29,1.516726128357393
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,3,0.5427872860635696,0.02702702702702703,0.013513513513513514,0,2.46612890055098
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,4,0.40939597315436244,0.03825136612021858,0.00546448087431694,15,3.4180635515823967
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,5,0.3546666666666667,0.08270676691729323,,3,3.1148654238695084
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,6,0.6405228758169934,0.04081632653061224,0.015306122448979591,0,1.5093372111803838
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,7,0.5,0.035211267605633804,0.02112676056338028,17,2.263075145040727
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลก่อเอ้,1,0.7056603773584905,0.0427807486631016,0.03208556149732621,6,1.2487988781796306
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลก่อเอ้,10,0.7032085561497327,0.053231939163498096,0.022813688212927757,87,1.1387864885928138
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลก่อเอ้,11,0.6684607104413348,0.02576489533011272,0.01932367149758454,81,1.2577944746895084
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลก่อเอ้,8,,,,131,0.7915486852705321
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลก่อเอ้,9,0.7692307692307693,0.056,0.034,101,1.400967401487959
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลค้อทอง,1,0.6609756097560976,0.03690036900369004,0.04059040590405904,40,0.7269187201177753
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลค้อทอง,6,0.66875,0.2336448598130841,0.14953271028037382,18,6.337395627897364
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลค้อทอง,7,0.5306859205776173,0.07482993197278912,0.027210884353741496,49,1.4304672013660416
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลค้อทอง,8,0.23076923076923078,0.04504504504504504,0.009009009009009009,6,4.660246340097582
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลค้อทอง,9,0.630801687763713,0.013377926421404682,0.023411371237458192,53,1.086145070509821
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลชีทวน,1,,,,87,0.3129734786157727
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลชีทวน,6,0.5711678832116789,0.05750798722044728,0.003194888178913738,101,2.0373238678479013
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลชีทวน,7,0.5172413793103449,0.13333333333333333,0.030303030303030304,20,2.463376329713316
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลชีทวน,9,0.6538461538461539,0.06470588235294118,0.029411764705882353,30,0.5885373527364244
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,1,0.31684981684981683,0.09248554913294797,0.011560693641618497,19,4.065467094547866
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,10,0.43434343434343436,0.10631229235880399,0.0033222591362126247,50,3.2751441530775733
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,11,0.43906510851419034,0.07984790874524715,0.011406844106463879,0,3.207040703332205
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,3,,,,385,3.5542328327775534
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,4,,,,127,0.7480418483019177
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,5,,,,0,0.6333002254515928
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,0.4207492795389049,0.03424657534246575,0.00684931506849315,91,3.2247341361026027
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,9,,,,0,0.6333002254515928
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,10,0.5906432748538012,0.07178217821782178,0.03712871287128713,1,1.315534827329068
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,3,0.612,0.08496732026143791,0.015250544662309368,196,2.71837346407173
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,9,0.6054545454545455,0.042042042042042045,0.009009009009009009,89,1.6561591913298919
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลนาคำใหญ่,3,0.6636363636363637,0.0,0.0410958904109589,4,1.6044831230391532
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลนาคำใหญ่,5,0.6349809885931559,0.0718562874251497,0.041916167664670656,2,1.1235742364973662
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลนาคำใหญ่,6,0.422680412371134,0.052845528455284556,0.012195121951219513,107,2.989632134408226
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลนาคำใหญ่,8,0.5873015873015873,0.1554054054054054,0.02027027027027027,72,2.2565939653989426
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลบ้านกอก,1,0.7958883994126285,0.025830258302583026,0.0036900369003690036,244,4.475237105594958
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลบ้านกอก,3,0.7678571428571429,0.05813953488372093,0.005813953488372093,0,2.429436468905944
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลบ้านกอก,4,,,,114,0.6066446281539206
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลบ้านกอก,5,0.3037475345167653,0.07142857142857142,0.09740259740259741,3,5.330387080496058
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลบ้านกอก,6,0.539647577092511,0.05714285714285714,0.04081632653061224,6,1.5922882064387556
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลบ้านไทย,12,0.42011834319526625,0.06338028169014084,0.007042253521126761,9,3.1871520862860727
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลบ้านไทย,3,0.7192307692307692,0.040106951871657755,0.03208556149732621,78,1.0301429914575246
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลบ้านไทย,8,0.6513409961685823,0.06470588235294118,0.058823529411764705,69,0.9791799092069222
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลยางขี้นก,10,0.6655629139072847,0.03980099502487562,0.01990049751243781,20,1.2147867611930665
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลยางขี้นก,3,0.6892109500805152,0.04906542056074766,0.02336448598130841,135,1.5895391800616785
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลยางขี้นก,4,0.6572934973637962,0.0374331550802139,0.06149732620320856,70,1.2786899456465677
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลยางขี้นก,5,0.6143250688705234,0.06278026905829596,0.03587443946188341,25,0.7278674288173081
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลยางขี้นก,6,0.7868131868131868,0.036312849162011177,0.0335195530726257,151,2.3318129669617083
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลยางขี้นก,7,,,,60,0.01930232907762475
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลยางขี้นก,9,0.7290836653386454,0.07103825136612021,0.02185792349726776,71,1.298503144098152
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลศรีสุข,1,0.562992125984252,0.03496503496503497,0.02097902097902098,24,1.7225957646170589
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลศรีสุข,2,0.6153846153846154,0.084375,0.009375,20,1.787382526035048
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลศรีสุข,3,0.6139455782312925,0.0443213296398892,0.00554016620498615,171,2.5654661016524463
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลศรีสุข,8,0.6375,0.029411764705882353,0.007352941176470588,113,1.8831536376902176
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,11,0.7824933687002652,0.0576271186440678,0.030508474576271188,19,1.5514419573725395
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,12,0.7112299465240641,0.03759398496240601,0.022556390977443608,33,1.3591492888578958
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,3,1.0,0.027160493827160494,0.06666666666666667,2,4.617508667607024
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,5,0.6511056511056511,0.06037735849056604,0.03018867924528302,0,0.8171161369238198
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,8,,,,18,0.4375194590928276
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสหธาตุ,2,0.5979643765903307,0.09787234042553192,0.02553191489361702,60,1.1791429405835756
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสหธาตุ,6,0.6101694915254238,0.05,0.011111111111111112,72,1.2728754485020188
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสหธาตุ,7,0.6752577319587629,0.061068702290076333,0.015267175572519083,84,1.1217698148826802
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหนองเหล่า,1,0.7112526539278131,0.04477611940298507,0.008955223880597015,2,2.0356524105548495
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหนองเหล่า,2,0.7018121911037891,0.051643192488262914,0.028169014084507043,2,1.2782399896354328
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหนองเหล่า,3,0.6789473684210526,0.06201550387596899,0.0,44,1.5144059704296606
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหนองเหล่า,4,0.661504424778761,0.03678929765886288,0.026755852842809364,0,1.2235470396912809
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,1,,,,189,1.4223978213154425
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,10,0.65625,0.040100250626566414,0.03258145363408521,8,0.8739706564504607
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,11,0.7322175732217573,0.037142857142857144,0.022857142857142857,5,1.8170185130780128
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,2,0.6706948640483383,0.05405405405405406,0.036036036036036036,4,0.8391110114030048
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,3,0.5613682092555332,0.043010752688172046,0.014336917562724014,103,1.9597603534637171
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,4,0.6987577639751553,0.06,0.02666666666666667,47,0.7688654494767415
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,6,0.6117424242424242,0.06811145510835913,0.01238390092879257,5,1.684984541118152
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,9,,,,100,0.4543706987637698
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลแดงหม้อ,4,0.6285714285714286,0.022727272727272728,0.017045454545454544,6,1.69974525857112
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลแดงหม้อ,5,0.6009852216748769,,,85,0.653893836057736
party_list,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลโนนรัง,3,0.5844402277039848,0.03571428571428571,0.022727272727272728,86,1.4277302968283971
party_list,อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,1,0.6260504201680672,0.04697986577181208,0.02348993288590604,7,1.2096458386464934
party_list,อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,2,0.7897350993377483,0.06918238993710692,0.06918238993710692,8,2.8248811537785214
party_list,อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,3,0.6564705882352941,0.06810035842293907,0.05734767025089606,2,1.5070732236051763
party_list,อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,6,0.740506329113924,0.045584045584045586,0.03418803418803419,78,1.056759224818733
party_list,อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,7,0.4697754749568221,0.0625,0.10661764705882353,8,4.212221249126317
party_list,อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,8,,,,136,0.8459322314813003
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,1,0.7297297297297297,0.03898635477582846,0.04873294346978557,126,2.011055957895159
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,12,0.7281746031746031,0.04632152588555858,0.04087193460490463,164,2.0765606884467127
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,16,0.7966417910447762,0.05620608899297424,0.02576112412177986,63,1.449042850468185
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,17,0.7537037037037037,0.056511056511056514,0.03194103194103194,0,1.5110519313034376
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,19,0.7333333333333333,0.05844155844155844,0.03896103896103896,2,1.3882008042529996
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,2,0.6570605187319885,0.013157894736842105,0.05921052631578947,58,1.375742040125347
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,20,0.7046843177189409,0.06358381502890173,0.03468208092485549,85,0.7816871210398673
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,21,0.6962809917355371,0.05341246290801187,0.02967359050445104,0,1.189752571999608
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,22,0.6645833333333333,0.07210031347962383,0.07210031347962383,0,2.101327310253171
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,24,0.7148936170212766,0.02976190476190476,0.03571428571428571,43,1.0323702428385968
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,26,,,,54,0.04595792637529701
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,29,0.7063063063063063,0.01020408163265306,0.05612244897959184,20,2.097181587386927
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,3,0.7043478260869566,0.01646090534979424,0.053497942386831275,3,2.108722037427434
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,30,0.7171532846715328,0.007633587786259542,0.061068702290076333,29,2.2671309330398337
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,31,0.7404580152671756,0.041237113402061855,0.028350515463917526,0,1.7108206207123438
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,32,0.7240663900414938,0.03151862464183381,0.045845272206303724,20,1.6477234361549766
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,33,0.6964656964656964,0.020895522388059702,0.07164179104477612,4,2.5540044811508618
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,34,0.6555555555555556,0.031073446327683617,0.07909604519774012,0,2.400708234732955
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,36,0.7323420074349443,0.025380710659898477,0.08883248730964467,0,3.351014973457392
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,37,,,,861,8.731546432042679
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,38,0.7207602339181286,0.0486815415821501,0.060851926977687626,177,2.7605481814081165
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,39,0.7292576419213974,0.023952095808383235,0.05788423153692615,0,2.374231865978758
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,4,0.1425925925925926,0.14285714285714285,0.2597402597402597,60,11.921852222570287
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,40,0.6559139784946236,0.8969555035128806,0.0234192037470726,0,11.272284162443391
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,41,0.6944444444444444,0.02,0.06222222222222222,2,2.2759693278957647
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,42,0.6471428571428571,0.024282560706401765,0.02207505518763797,87,1.1287326806961597
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,44,0.7240704500978473,0.07837837837837838,0.043243243243243246,147,2.0504344659128337
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,45,0.684931506849315,0.02,0.037142857142857144,8,1.3524841983613454
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,5,0.3451568894952251,0.015810276679841896,0.07905138339920949,0,4.818843639808903
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,7,0.6907630522088354,0.02616279069767442,0.02616279069767442,15,1.427881778542789
party_list,อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,8,0.699009900990099,0.019830028328611898,0.0339943342776204,16,1.3103193942677491
