province,constituency,amphoe,tambon,unit,form_type,eligible_voters,turnout,ballots_allocated,ballots_used,valid_ballots,spoiled_ballots,abstain_ballots,ballots_remaining,val_total_votes_in_table,val_effective_vote_sum,val_valid_ballots,val_vote_diff,winner_party,winner_votes,election_type,polling_station_id,total_party_votes_at_station,winner_share,rank,runner_up_party,runner_up_votes,runner_up_share,margin_votes,margin_share
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,9,party_list,550.0,333.0,540.0,333.0,311.0,14.0,3.0,207.0,222,222,311,-89,กล้าธรรม,54,party_list,อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลธาตุน้อย|9,222,0.24324324324324326,1.0,ภูมิใจไทย,50,0.22522522522522523,4,0.01801801801801803
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลนาคำใหญ่,3,party_list,110.0,73.0,100.0,73.0,70.0,0.0,3.0,27.0,66,66,70,-4,ไทรวมพลัง,35,party_list,อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลนาคำใหญ่|3,66,0.5303030303030303,1.0,เพื่อไทย,9,0.13636363636363635,26,0.3939393939393939
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลนาคำใหญ่,5,party_list,263.0,167.0,260.0,167.0,148.0,12.0,7.0,93.0,146,146,148,-2,ไทรวมพลัง,49,party_list,อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลนาคำใหญ่|5,145,0.33793103448275863,1.0,พลังประชารัฐ,21,0.14482758620689656,28,0.19310344827586207
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลนาคำใหญ่,6,party_list,582.0,246.0,580.0,946.0,330.0,13.0,3.0,234.0,223,223,330,-107,ประชาชน,69,party_list,อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลนาคำใหญ่|6,223,0.3094170403587444,1.0,เพื่อไทย,47,0.21076233183856502,22,0.09865470852017938
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลนาคำใหญ่,8,party_list,504.0,296.0,500.0,296.0,250.0,46.0,6.0,204.0,178,178,250,-72,เพื่อไทย,58,party_list,อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลนาคำใหญ่|8,178,0.3258426966292135,1.0,ไทรวมพลัง,30,0.16853932584269662,28,0.15730337078651688
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลบ้านกอก,1,party_list,681.0,542.0,680.0,542.0,525.0,14.0,2.0,138.0,281,281,525,-244,ไทรวมพลัง,99,party_list,อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลบ้านกอก|1,281,0.35231316725978645,1.0,เพื่อไทย,98,0.3487544483985765,1,0.003558718861209953
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลบ้านกอก,3,party_list,224.0,172.0,220.0,172.0,161.0,10.0,1.0,48.0,161,161,161,0,ไทรวมพลัง,36,party_list,อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลบ้านกอก|3,161,0.2236024844720497,1.0,ประชาชน,29,0.18012422360248448,7,0.043478260869565216
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลบ้านกอก,4,party_list,644.0,,640.0,411.0,783.0,18.0,10.0,229.0,669,669,783,-114,พลังไทยรักชาติ,383,party_list,อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลบ้านกอก|4,669,0.5724962630792227,1.0,เป็นธรรม,80,0.11958146487294469,303,0.45291479820627806
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลบ้านกอก,5,party_list,507.0,154.0,520.0,154.0,328.0,11.0,15.0,166.0,325,325,328,-3,ประชาชน,71,party_list,อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลบ้านกอก|5,325,0.21846153846153846,1.0,ไทรวมพลัง,50,0.15384615384615385,21,0.0646153846153846
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลบ้านกอก,6,party_list,454.0,245.0,440.0,285.0,261.0,14.0,10.0,155.0,267,267,261,6,ประชาชน,73,party_list,อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลบ้านกอก|6,261,0.2796934865900383,1.0,เพื่อไทย,49,0.18773946360153257,24,0.09195402298850572
