province,constituency,amphoe,tambon,party,const_votes,party_list_votes,const_total,party_list_total,const_share,party_list_share,share_gap,abs_share_gap
อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,ประชาชน,508.0,658,4588.0,3991,0.11072362685265912,0.16487095965923326,-0.05414733280657415,0.05414733280657415
อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,ประชาชาติ,0.0,1,4588.0,3991,0.0,0.00025056376847907793,-0.00025056376847907793,0.00025056376847907793
อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,ประชาธิปัตย์,18.0,19,4588.0,3991,0.003923278116826504,0.00476071160110248,-0.0008374334842759764,0.0008374334842759764
อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,ประชาธิปไตยใหม่,22.0,62,4588.0,3991,0.004795117698343505,0.015534953645702832,-0.010739835947359326,0.010739835947359326
อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,ประชาอาสาชาติ,0.0,3,4588.0,3991,0.0,0.0007516913054372337,-0.0007516913054372337,0.0007516913054372337
อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,ประชาไทย,0.0,12,4588.0,3991,0.0,0.003006765221748935,-0.003006765221748935,0.003006765221748935
อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,ปวงชนไทย,0.0,3,4588.0,3991,0.0,0.0007516913054372337,-0.0007516913054372337,0.0007516913054372337
อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,พร้อม,0.0,1,4588.0,3991,0.0,0.00025056376847907793,-0.00025056376847907793,0.00025056376847907793
อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,พลวัต,0.0,3,4588.0,3991,0.0,0.0007516913054372337,-0.0007516913054372337,0.0007516913054372337
อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,พลังธรรมใหม่,0.0,9,4588.0,3991,0.0,0.0022550739163117012,-0.0022550739163117012,0.0022550739163117012
อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,พลังประชารัฐ,18.0,14,4588.0,3991,0.003923278116826504,0.003507892758707091,0.0004153853581194129,0.0004153853581194129
อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,พลังสังคมใหม่,0.0,0,4588.0,3991,0.0,0.0,0.0,0.0
