cluster,polling_stations,avg_turnout_rate,avg_spoiled_rate,avg_abstain_rate,avg_share_ประชาชน,avg_share_เพื่อไทย,avg_share_ไทรวมพลัง,avg_share_ภูมิใจไทย,avg_share_พลังไทยรักชาติ,avg_share_กล้าธรรม,avg_share_เศรษฐกิจ,avg_share_รวมใจไทย
0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,63,0.5890432267306756,0.05900093735203113,0.023599242238112595,0.13951814682115643,0.22965486803933544,0.30249568757249373,0.0697414474956282,0.004637411231496377,0.10158581817389528,0.0719372640071193,0.06455634078585937
2,11,0.4366397634104507,0.031817961674261375,0.016506326259048756,0.09467595504143506,0.0351901164767228,0.028908395505683762,0.049129098851651135,0.6990848206026996,0.06332603831038672,0.009839910731684757,0.019845664479736104
3,67,0.5762901291768456,0.045099828995506554,0.0370148947305603,0.3254057713446163,0.18828957360707937,0.08830593687779079,0.1699814119204181,0.0028381406993317634,0.14218241754073588,0.03799758904022036,0.044999158969807475
