polling_station_id,กล้าธรรม,ประชาชน,ประชาธิปัตย์,ภูมิใจไทย,เพื่อไทย,เศรษฐกิจ,ไทยก้าวใหม่,ไทรวมพลัง,turnout_rate,spoiled_rate,abstain_rate,cluster,province,constituency,amphoe,tambon,unit,election_type,pca_1,pca_2
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลกลางใหญ่|2,0.43870967741935485,0.07741935483870968,0.0,0.0,0.025806451612903226,0.025806451612903226,0.0064516129032258064,0.4258064516129032,0.0,0.0,0.0,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,2,constituency,-1.4838197831027704,-0.8282121671721506
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลกลางใหญ่|4,0.536723163841808,0.07344632768361582,0.01694915254237288,0.0,0.01694915254237288,0.005649717514124294,0.0,0.3502824858757062,0.40939597315436244,0.01639344262295082,0.00546448087431694,2,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,4,constituency,-0.6061048091899499,0.33269202483429033
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลกลางใหญ่|5,0.5794392523364486,0.06542056074766354,0.0,0.014018691588785047,0.018691588785046728,0.0,0.0,0.32242990654205606,0.9333333333333333,0.17142857142857143,0.07142857142857142,2,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,5,constituency,0.15922992620179174,3.22767977734875
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลกลางใหญ่|6,0.5585106382978723,0.09574468085106383,0.0,0.026595744680851064,0.026595744680851064,0.010638297872340425,0.0,0.28191489361702127,0.6405228758169934,0.01020408163265306,0.030612244897959183,2,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,6,constituency,-0.5588995698304959,1.010310628601062
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลกลางใหญ่|8,0.5024390243902439,0.08292682926829269,0.004878048780487805,0.00975609756097561,0.024390243902439025,0.014634146341463415,0.0,0.36097560975609755,0.40831758034026466,0.027777777777777776,0.018518518518518517,2,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,8,constituency,-0.7333631020660287,0.4204658576534394
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลก่อเอ้|1,0.34831460674157305,0.08426966292134831,0.0028089887640449437,0.016853932584269662,0.028089887640449437,0.008426966292134831,0.0,0.5112359550561798,0.7056603773584905,0.008021390374331552,0.040106951871657755,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลก่อเอ้,1,constituency,-0.7194898047883115,-0.08260451486376635
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลก่อเอ้|12,0.3433583959899749,0.040100250626566414,0.005012531328320802,0.012531328320802004,0.005012531328320802,0.010025062656641603,0.0,0.5839598997493735,0.7988826815642458,0.027972027972027972,0.04195804195804196,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลก่อเอ้,12,constituency,-0.8934790114329879,0.0978435754430265
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลก่อเอ้|2,0.26903553299492383,0.1218274111675127,0.01015228426395939,0.005076142131979695,0.03553299492385787,0.015228426395939087,0.0,0.5431472081218274,0.6962457337883959,0.014705882352941176,0.0196078431372549,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลก่อเอ้,2,constituency,-0.3212862256592066,-0.6475754030056903
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลก่อเอ้|3,0.37089201877934275,0.06572769953051644,0.009389671361502348,0.009389671361502348,0.03755868544600939,0.014084507042253521,0.0,0.49295774647887325,0.6057441253263708,0.03879310344827586,0.034482758620689655,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลก่อเอ้,3,constituency,-0.422603273943528,0.04781780483740941
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลค้อทอง|10,0.22311827956989247,0.06451612903225806,0.0,0.016129032258064516,0.03763440860215054,0.005376344086021506,0.0,0.6532258064516129,0.5541310541310541,0.02313624678663239,0.017994858611825194,1,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลค้อทอง,10,constituency,-1.1580844066854217,-0.85974465096396
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลค้อทอง|2,0.48293963254593175,0.02099737532808399,0.0026246719160104987,0.0026246719160104987,0.0026246719160104987,0.0026246719160104987,0.0,0.48556430446194226,0.7089285714285715,0.020151133501259445,0.0,2,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลค้อทอง,2,constituency,-1.5864436688146337,0.5428505966628066
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลค้อทอง|3,0.5329512893982808,0.04297994269340974,0.0,0.0,0.0,0.0057306590257879654,0.0,0.4183381088825215,0.6230636833046471,0.011049723756906077,0.022099447513812154,2,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลค้อทอง,3,constituency,-1.5299439969063744,0.7485503216347861
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลค้อทอง|4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6071428571428571,0.07058823529411765,0.023529411764705882,0,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลค้อทอง,4,constituency,2.876654763734663,-1.2142772906933117
อุบลราชธานี|2|อำเภอเขื่องใน|ตำบลค้อทอง|5,0.7238095238095238,0.0380952380952381,0.0,0.0,0.0,0.014285714285714285,0.0,0.22380952380952382,0.23658269441401972,0.0,0.027777777777777776,2,อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลค้อทอง,5,constituency,-1.5601587432652795,1.1736388942550258
