province,constituency,amphoe,tambon,unit,form_type,eligible_voters,turnout,ballots_allocated,ballots_used,valid_ballots,spoiled_ballots,abstain_ballots,ballots_remaining,val_total_votes_in_table,val_effective_vote_sum,val_valid_ballots,val_vote_diff,ไทยทรัพย์ทวี_votes,ไทยทรัพย์ทวี_votes_th,เพื่อชาติไทย_votes,เพื่อชาติไทย_votes_th,ใหม่_votes,ใหม่_votes_th,มิติใหม่_votes,มิติใหม่_votes_th,รวมใจไทย_votes,รวมใจไทย_votes_th,รวมไทยสร้างชาติ_votes,รวมไทยสร้างชาติ_votes_th,พลวัต_votes,พลวัต_votes_th,ประชาธิปไตยใหม่_votes,ประชาธิปไตยใหม่_votes_th,เพื่อไทย_votes,เพื่อไทย_votes_th,ทางเลือกใหม่_votes,ทางเลือกใหม่_votes_th,เศรษฐกิจ_votes,เศรษฐกิจ_votes_th,เสรีรวมไทย_votes,เสรีรวมไทย_votes_th,รวมพลังประชาชน_votes,รวมพลังประชาชน_votes_th,ท้องที่ไทย_votes,ท้องที่ไทย_votes_th,อนาคตไทย_votes,อนาคตไทย_votes_th,พลังเพื่อไทย_votes,พลังเพื่อไทย_votes_th,ไทยชนะ_votes,ไทยชนะ_votes_th,พลังสังคมใหม่_votes,พลังสังคมใหม่_votes_th,สังคมประชาธิปไตยไทย_votes,สังคมประชาธิปไตยไทย_votes_th,ฟิวชัน_votes,ฟิวชัน_votes_th,ไทรวมพลัง_votes,ไทรวมพลัง_votes_th,ก้าวอิสระ_votes,ก้าวอิสระ_votes_th,ปวงชนไทย_votes,ปวงชนไทย_votes_th,วิชชั่นใหม่_votes,วิชชั่นใหม่_votes_th,เพื่อชีวิตใหม่_votes,เพื่อชีวิตใหม่_votes_th,คลองไทย_votes,คลองไทย_votes_th,ประชาธิปัตย์_votes,ประชาธิปัตย์_votes_th,ไทยก้าวหน้า_votes,ไทยก้าวหน้า_votes_th,ไทยภักดี_votes,ไทยภักดี_votes_th,แรงงานสร้างชาติ_votes,แรงงานสร้างชาติ_votes_th,ประชากรไทย_votes,ประชากรไทย_votes_th,ครูไทยเพื่อประชาชน_votes,ครูไทยเพื่อประชาชน_votes_th,ประชาชาติ_votes,ประชาชาติ_votes_th,สร้างอนาคตไทย_votes,สร้างอนาคตไทย_votes_th,รักชาติ_votes,รักชาติ_votes_th,ไทยพร้อม_votes,ไทยพร้อม_votes_th,ภูมิใจไทย_votes,ภูมิใจไทย_votes_th,พลังธรรมใหม่_votes,พลังธรรมใหม่_votes_th,กรีน_votes,กรีน_votes_th,ไทยธรรม_votes,ไทยธรรม_votes_th,แผ่นดินธรรม_votes,แผ่นดินธรรม_votes_th,กล้าธรรม_votes,กล้าธรรม_votes_th,พลังประชารัฐ_votes,พลังประชารัฐ_votes_th,โอกาสใหม่_votes,โอกาสใหม่_votes_th,เป็นธรรม_votes,เป็นธรรม_votes_th,ประชาชน_votes,ประชาชน_votes_th,ประชาไทย_votes,ประชาไทย_votes_th,ไทยสร้างไทย_votes,ไทยสร้างไทย_votes_th,ไทยก้าวใหม่_votes,ไทยก้าวใหม่_votes_th,ประชาอาสาชาติ_votes,ประชาอาสาชาติ_votes_th,พร้อม_votes,พร้อม_votes_th,เครือข่ายชาวนาแห่งประเทศไทย_votes,เครือข่ายชาวนาแห่งประเทศไทย_votes_th,ไทยพิทักษ์ธรรม_votes,ไทยพิทักษ์ธรรม_votes_th,ความหวังใหม่_votes,ความหวังใหม่_votes_th,ไทยรวมไทย_votes,ไทยรวมไทย_votes_th,เพื่อบ้านเมือง_votes,เพื่อบ้านเมือง_votes_th,พลังไทยรักชาติ_votes,พลังไทยรักชาติ_votes_th
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลนาคำใหญ่,3,party_list,110,73,100,73,70,0,3,27,66,66,70,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลนาคำใหญ่,5,party_list,263,167,260,167,148,12,7,93,146,146,148,-2,5,5,2,2,0,0,1,1,5,5,1,1,0,0,2,2,12,12,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,0,0,1,1,0,0,4,4,0,0,1,1,1,1,0,0,0,0,1,1,1,1,2,2,0,0,0,0,16,16,0,0,0,0,0,0,0,0,21,0,0,0,0,0,12,12,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลนาคำใหญ่,6,party_list,582,246,580,946,330,13,3,234,223,223,330,-107,10,10,1,1,0,0,0,0,15,0,2,0,24,0,3,0,47,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,32,0,0,0,0,0,1,1,2,0,69,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลนาคำใหญ่,8,party_list,504,296,500,296,250,46,6,204,178,178,250,-72,6,6,2,2,1,1,5,5,7,7,2,2,0,0,2,2,58,58,0,0,7,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,30,30,0,0,0,0,1,1,0,0,1,1,5,0,0,0,0,0,0,0,1,1,5,2,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,10,0,1,0,1,0,1,0,10,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลบ้านกอก,1,party_list,681,542,680,542,525,14,2,138,281,281,525,-244,8,8,4,4,2,2,0,0,14,14,2,2,0,0,1,1,98,98,0,0,12,12,0,0,2,2,1,1,0,0,1,1,0,0,0,0,0,0,1,1,99,99,0,0,1,1,0,0,1,1,0,0,30,30,0,0,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลบ้านกอก,3,party_list,224,172,220,172,161,10,1,48,161,161,161,0,6,0,2,2,2,2,0,0,4,0,2,2,0,0,1,1,13,0,1,1,7,7,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,1,1,0,0,0,0,8,8,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,14,0,0,0,0,0,0,0,1,1,26,0,0,0,0,0,0,0,29,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลบ้านกอก,4,party_list,644,,640,411,783,18,10,229,669,669,783,-114,3,3,3,3,0,0,0,0,15,0,0,0,0,0,2,2,48,408,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,33,33,2,2,1,1,2,2,33,33,1,1,0,0,80,80,6,6,1,1,1,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,383,383
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลบ้านกอก,5,party_list,507,154,520,154,328,11,15,166,325,325,328,-3,2,2,2,2,3,3,1,1,5,5,12,12,0,0,2,2,45,45,0,0,15,15,5,5,3,3,0,0,0,0,1,1,1,1,1,1,0,0,0,0,50,50,1,1,0,0,3,3,1,1,0,0,11,0,1,1,4,4,1,1,0,0,0,0,0,0,0,0,1,1,1,1,39,39,1,1,0,0,0,0,0,0,36,36,3,3,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลบ้านกอก,6,party_list,454,245,440,285,261,14,10,155,267,267,261,6,3,3,4,4,0,0,1,1,9,9,2,2,0,0,0,0,49,49,0,0,2,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,1,0,15,0,1,0,0,0,0,0,73,73,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลบ้านไทย,12,party_list,338,142,320,142,162,9,1,143,171,171,162,9,1,1,4,4,2,2,0,0,12,12,5,5,0,0,2,2,16,16,1,1,2,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,48,48,1,1,3,3,1,1,0,0,7,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0,12,0,1,1,0,0,0,0,0,0,8,8,1,1,0,0,1,1,20,0,0,0,1,1,4,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลบ้านไทย,2,party_list,337,423,320,223,189,24,14,27,188,188,189,-1,3,3,2,2,0,0,0,0,3,3,0,0,1,1,24,0,1,1,1,1,2,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,49,49,0,0,1,1,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,21,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,1,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลบ้านไทย,3,party_list,520,374,520,374,347,15,12,146,425,425,347,78,3,3,3,3,3,3,3,3,4,4,4,4,0,0,3,3,47,47,0,0,7,7,2,2,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,37,0,0,0,0,0,1,1,0,0,1,1,57,57,1,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,67,0,54,54,0,0,0,0,2,2,65,65,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลบ้านไทย,8,party_list,522,340,520,340,298,22,20,180,367,367,298,69,4,0,2,0,1,0,1,0,6,0,5,5,0,0,5,5,17,17,1,0,94,0,1,0,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,73,73,0,0,0,0,3,3,1,1,0,0,21,0,1,1,1,1,1,1,0,0,0,0,1,1,2,2,1,1,0,0,28,28,0,0,0,0,0,0,1,1,39,39,1,1,0,0,0,0,47,47,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลยางขี้นก,10,party_list,302,201,300,201,179,8,4,99,199,199,179,20,2,2,1,1,1,1,0,0,6,6,2,2,0,0,2,2,7,7,1,1,1,1,2,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,44,44,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,2,2,0,0,0,0,0,0,49,49,1,1,1,1,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลยางขี้นก,3,party_list,621,428,620,428,347,21,10,102,482,482,347,135,91,0,6,6,3,3,0,0,11,0,1,1,0,0,46,46,0,0,0,0,15,15,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,74,74,0,0,6,6,7,7,0,0,1,1,23,23,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,46,46,0,0,0,0,0,0,0,0,54,54,2,2,0,0,0,0,76,76,1,1,4,4,2,2,2,2,0,0,0,0,1,1,0,0,0,0,1,1,1,1
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลยางขี้นก,4,party_list,569,374,560,374,337,14,23,186,267,267,337,-70,14,14,7,7,3,3,2,2,14,14,9,9,0,0,4,4,69,69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,1,1,0,0,0,0,0,0,40,40,0,0,0,0,0,0,76,76,1,1,2,2,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลยางขี้นก,5,party_list,363,223,360,223,201,14,8,137,176,176,201,-25,3,3,4,4,2,2,1,1,13,13,4,4,0,0,1,1,42,42,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลยางขี้นก,6,party_list,455,358,940,358,377,13,12,82,528,528,377,151,1,1,1,1,0,0,0,0,8,8,1,1,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,1,1,0,0,65,65,7,7,0,0,0,0,59,59,1,1,7,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,333,333
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลยางขี้นก,7,party_list,353,,30,204,232,31,9,76,172,172,232,-60,14,14,2,2,2,2,6,6,3,3,0,0,1,1,7,7,0,0,0,0,7,7,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,16,16,1,1,0,0,13,13,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลยางขี้นก,9,party_list,251,183,240,183,166,13,4,57,95,95,166,-71,3,3,1,1,3,3,0,0,4,4,3,3,0,0,3,3,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,9,0,0,0,0,0,0,1,1,29,0,1,1,0,0,0,0,21,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลศรีสุข,1,party_list,508,286,500,286,270,10,6,214,294,294,270,24,6,6,0,0,2,2,0,0,31,0,6,6,0,0,6,6,55,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,55,0,0,0,0,0,1,1,2,2,0,0,17,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,39,39,0,0,0,0,1,1,1,1,16,0,0,0,0,0,0,0,45,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลศรีสุข,2,party_list,520,320,520,320,270,27,3,200,290,290,270,20,10,10,1,1,3,3,4,4,18,18,4,4,0,0,5,5,20,20,1,1,11,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,81,0,0,0,0,0,1,1,0,0,0,0,15,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,25,25,0,0,0,0,0,0,3,3,39,39,0,0,0,0,0,0,41,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลศรีสุข,3,party_list,588,361,580,361,343,16,2,219,514,514,343,171,14,14,3,3,1,1,1,1,22,22,3,3,1,1,2,2,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,0,1,1,38,38,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,343,343
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลศรีสุข,8,party_list,640,408,640,408,373,12,3,232,260,260,373,-113,0,0,5,0,1,0,1,0,27,0,5,0,0,0,4,0,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,2,0,0,0,0,0,0,0,34,0,0,0,2,0,1,0,63,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,11,party_list,377,295,360,295,249,17,9,70,268,268,249,19,3,3,5,5,0,0,0,0,16,16,6,6,0,0,5,5,49,49,0,0,2,2,1,1,2,2,0,0,1,1,2,2,1,1,0,0,0,0,1,1,86,86,2,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,15,15,0,0,0,0,0,0,0,0,17,17,1,1,0,0,0,0,35,35,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,12,party_list,561,399,560,399,375,15,9,161,408,408,375,33,4,0,3,3,3,3,1,1,10,0,4,4,0,0,46,46,3,3,3,3,16,0,4,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,141,0,0,0,0,0,2,2,0,0,0,0,17,0,1,1,2,2,3,3,0,0,0,0,1,1,1,1,0,0,0,0,47,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,44,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,14,party_list,50,356,540,356,340,13,3,181,173,173,340,-167,6,6,11,0,2,2,0,0,8,8,5,5,0,0,1,1,33,33,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,70,70,0,0,0,0,2,2,0,0,0,0,30,30,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,3,party_list,405,405,600,405,367,11,27,195,365,365,367,-2,11,0,8,0,0,0,1,0,16,0,2,0,1,0,3,0,32,0,0,0,16,0,2,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,70,0,0,0,0,0,4,0,1,0,0,0,36,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,0,1,0,0,0,56,0,0,0,0,0,1,0,50,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,5,party_list,407,265,400,265,241,16,8,195,241,241,241,0,6,0,2,0,1,1,1,1,11,0,8,8,0,0,1,1,29,29,1,1,7,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,26,25,0,0,0,0,3,3,1,1,1,1,28,28,1,1,2,2,1,1,3,3,0,0,0,0,0,0,0,0,1,1,12,12,0,0,0,0,0,0,0,0,43,0,0,0,0,0,1,1,45,49,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,8,party_list,250,,240,160,0,,,80,18,18,0,18,0,0,0,0,0,0,0,0,3,3,0,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสหธาตุ,2,party_list,393,235,380,235,206,23,6,145,266,266,206,60,8,8,2,2,1,1,0,0,12,12,2,2,0,0,1,1,32,32,0,0,13,13,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,33,33,1,1,0,0,4,4,1,1,13,13,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,91,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสหธาตุ,6,party_list,295,180,280,180,169,9,2,100,241,241,169,72,2,2,2,2,1,1,5,5,0,0,0,0,1,1,7,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,30,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,169,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสหธาตุ,7,party_list,194,131,180,131,171,8,2,49,87,87,171,-84,4,4,1,1,0,0,1,1,3,3,3,3,0,0,1,1,9,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,51,0,0,0,0,0,2,2,4,3,0,0,3,3,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหนองเหล่า,1,party_list,471,335,460,335,317,15,3,125,319,319,317,2,40,40,5,5,1,1,1,1,12,12,2,2,0,0,3,3,17,17,1,1,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,29,29,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,36,36,0,0,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหนองเหล่า,10,party_list,49,291,440,291,272,15,4,149,272,272,272,0,13,3,4,0,1,1,3,3,13,3,2,2,0,0,4,4,16,16,1,1,12,0,4,0,3,3,0,0,0,0,0,0,2,2,0,0,1,1,0,0,55,55,1,1,1,1,2,2,3,3,0,0,34,34,0,0,0,0,0,0,0,0,4,4,2,2,1,1,0,0,1,1,18,18,1,1,0,0,1,1,0,0,26,26,1,1,0,0,0,0,40,40,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหนองเหล่า,2,party_list,607,426,600,426,392,22,12,1787,390,390,392,-2,8,8,6,6,0,0,1,1,12,12,6,6,0,0,8,8,40,40,0,0,18,0,4,0,4,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,84,0,0,0,1,0,2,2,1,0,1,0,26,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,50,1,0,3,0,3,0,3,0,3,30,3,3,3,0,3,0,3,69,0,0,3,1,1,1,1,2,2,0,3,0,3,0,3,1,1,1,1,0,3,1,1
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหนองเหล่า,3,party_list,570,387,560,387,360,24,0,193,316,316,360,-44,9,0,4,0,1,0,0,0,23,0,7,0,1,0,6,0,9,0,4,0,12,0,4,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,103,0,0,0,1,0,2,0,0,0,0,0,41,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหนองเหล่า,4,party_list,452,299,440,299,280,11,8,141,280,280,280,0,12,12,1,1,2,2,3,3,9,9,2,2,0,0,5,5,30,30,1,1,6,6,3,3,4,4,1,1,1,1,2,2,0,0,0,0,0,0,1,1,53,53,2,2,0,0,2,2,0,0,0,0,20,0,0,0,0,0,3,3,0,0,1,1,0,0,2,2,0,0,0,0,17,0,0,0,1,1,0,0,3,3,35,35,1,1,0,0,0,0,50,50,1,1,3,3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหนองเหล่า,6,party_list,40,262,420,262,234,15,13,158,168,168,234,-66,10,0,10,0,5,0,3,3,6,0,5,0,0,0,1,0,19,0,2,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,1,party_list,,,,,,,,,189,189,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,85,85,0,0,0,0,0,0,1,1,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,38,38,3,3,3,3,2,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
