province,constituency,amphoe,tambon,unit,form_type,eligible_voters,turnout,ballots_allocated,ballots_used,valid_ballots,spoiled_ballots,abstain_ballots,ballots_remaining,val_total_votes_in_table,val_effective_vote_sum,val_valid_ballots,val_vote_diff,ไทยทรัพย์ทวี_votes,ไทยทรัพย์ทวี_votes_th,เพื่อชาติไทย_votes,เพื่อชาติไทย_votes_th,ใหม่_votes,ใหม่_votes_th,มิติใหม่_votes,มิติใหม่_votes_th,รวมใจไทย_votes,รวมใจไทย_votes_th,รวมไทยสร้างชาติ_votes,รวมไทยสร้างชาติ_votes_th,พลวัต_votes,พลวัต_votes_th,ประชาธิปไตยใหม่_votes,ประชาธิปไตยใหม่_votes_th,เพื่อไทย_votes,เพื่อไทย_votes_th,ทางเลือกใหม่_votes,ทางเลือกใหม่_votes_th,เศรษฐกิจ_votes,เศรษฐกิจ_votes_th,เสรีรวมไทย_votes,เสรีรวมไทย_votes_th,รวมพลังประชาชน_votes,รวมพลังประชาชน_votes_th,ท้องที่ไทย_votes,ท้องที่ไทย_votes_th,อนาคตไทย_votes,อนาคตไทย_votes_th,พลังเพื่อไทย_votes,พลังเพื่อไทย_votes_th,ไทยชนะ_votes,ไทยชนะ_votes_th,พลังสังคมใหม่_votes,พลังสังคมใหม่_votes_th,สังคมประชาธิปไตยไทย_votes,สังคมประชาธิปไตยไทย_votes_th,ฟิวชัน_votes,ฟิวชัน_votes_th,ไทรวมพลัง_votes,ไทรวมพลัง_votes_th,ก้าวอิสระ_votes,ก้าวอิสระ_votes_th,ปวงชนไทย_votes,ปวงชนไทย_votes_th,วิชชั่นใหม่_votes,วิชชั่นใหม่_votes_th,เพื่อชีวิตใหม่_votes,เพื่อชีวิตใหม่_votes_th,คลองไทย_votes,คลองไทย_votes_th,ประชาธิปัตย์_votes,ประชาธิปัตย์_votes_th,ไทยก้าวหน้า_votes,ไทยก้าวหน้า_votes_th,ไทยภักดี_votes,ไทยภักดี_votes_th,แรงงานสร้างชาติ_votes,แรงงานสร้างชาติ_votes_th,ประชากรไทย_votes,ประชากรไทย_votes_th,ครูไทยเพื่อประชาชน_votes,ครูไทยเพื่อประชาชน_votes_th,ประชาชาติ_votes,ประชาชาติ_votes_th,สร้างอนาคตไทย_votes,สร้างอนาคตไทย_votes_th,รักชาติ_votes,รักชาติ_votes_th,ไทยพร้อม_votes,ไทยพร้อม_votes_th,ภูมิใจไทย_votes,ภูมิใจไทย_votes_th,พลังธรรมใหม่_votes,พลังธรรมใหม่_votes_th,กรีน_votes,กรีน_votes_th,ไทยธรรม_votes,ไทยธรรม_votes_th,แผ่นดินธรรม_votes,แผ่นดินธรรม_votes_th,กล้าธรรม_votes,กล้าธรรม_votes_th,พลังประชารัฐ_votes,พลังประชารัฐ_votes_th,โอกาสใหม่_votes,โอกาสใหม่_votes_th,เป็นธรรม_votes,เป็นธรรม_votes_th,ประชาชน_votes,ประชาชน_votes_th,ประชาไทย_votes,ประชาไทย_votes_th,ไทยสร้างไทย_votes,ไทยสร้างไทย_votes_th,ไทยก้าวใหม่_votes,ไทยก้าวใหม่_votes_th,ประชาอาสาชาติ_votes,ประชาอาสาชาติ_votes_th,พร้อม_votes,พร้อม_votes_th,เครือข่ายชาวนาแห่งประเทศไทย_votes,เครือข่ายชาวนาแห่งประเทศไทย_votes_th,ไทยพิทักษ์ธรรม_votes,ไทยพิทักษ์ธรรม_votes_th,ความหวังใหม่_votes,ความหวังใหม่_votes_th,ไทยรวมไทย_votes,ไทยรวมไทย_votes_th,เพื่อบ้านเมือง_votes,เพื่อบ้านเมือง_votes_th,พลังไทยรักชาติ_votes,พลังไทยรักชาติ_votes_th
อุบลราชธานี,2,ตำบลหัวเรือ,ตำบลหัวเรือ,8,party_list,985,,380,316,301,12,3,67,250,250,301,-51,1,7,0,0,1,2,1,1,1,0,1,0,0,0,1,1,46,46,0,0,12,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,100,0,0,0,1,1,2,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,1,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,60,60,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,ตำบลเขื่องใน,เขตตำบลเขื่องใน,10,party_list,927,480,920,480,434,35,11,240,415,415,434,-19,15,15,5,5,2,2,1,1,14,14,7,7,2,2,33,33,53,53,1,1,0,0,6,6,0,0,2,2,0,0,1,1,1,1,0,0,1,1,0,0,90,90,0,0,1,1,3,3,0,0,1,1,25,25,0,0,1,1,2,2,0,0,1,1,1,1,0,0,1,1,1,1,26,26,2,2,0,0,0,0,1,1,62,0,2,2,0,0,0,0,49,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,ตำบลเขื่องใน,เขตตำบลเขื่องใน,11,party_list,529,325,520,325,305,19,1,195,279,279,305,-26,5,0,6,0,2,0,0,0,14,0,10,0,0,0,12,0,14,0,0,0,10,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,63,0,1,0,2,0,0,0,0,0,20,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0,0,0,0,0,1,0,27,0,1,0,0,0,36,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
อุบลราชธานี,2,ตำบลเขื่องใน,เขตตำบลเขื่องใน,7,party_list,405,291,400,291,268,18,5,109,204,204,268,-64,2,6,2,2,1,1,0,0,3,3,2,2,1,1,2,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37,37,1,1,0,0,0,0,0,0,52,52,1,1,0,0,1,1,70,50,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,ตำบลเขื่องใน,เขตตำบลเขื่องใน,8,party_list,902,608,900,608,557,43,8,292,557,557,557,0,15,15,4,4,2,2,0,0,23,23,3,3,0,0,7,7,59,59,1,1,30,30,8,8,4,4,1,1,0,0,0,0,2,2,0,0,0,0,1,1,80,80,1,1,2,2,1,1,0,0,45,45,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,65,65,1,1,1,1,1,2,2,2,85,85,2,2,0,0,0,0,101,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
อุบลราชธานี,2,ตำบลเขื่องใน,เขตตำบลเขื่องใน,9,party_list,136,104,120,104,99,5,,16,57,57,99,-42,2,0,1,0,0,0,0,0,4,0,2,0,0,0,0,0,6,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,ตำบลเขื่องใน,เขตเทศบาล และนอกเขต,0,party_list,581,419,580,419,391,19,9,161,451,451,391,60,9,9,5,5,2,2,0,0,12,0,3,3,0,0,3,3,99,309,0,0,16,16,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,81,0,0,0,0,0,2,2,0,0,0,0,23,3,0,0,0,0,2,2,0,0,0,0,1,1,1,1,1,1,1,1,34,34,1,1,0,0,0,0,1,1,87,87,0,0,1,1,0,0,57,0,0,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,264,264,268,-4,8,8,2,2,0,0,0,0,5,5,4,4,0,0,1,1,13,13,1,1,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,27,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,1,0,51,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,10,party_list,353,130,340,130,127,3,2,210,137,137,127,10,0,0,2,2,1,1,0,0,3,3,2,2,0,0,0,0,43,43,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,13,13,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,14,14,1,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,11,party_list,302,183,300,183,174,6,3,117,145,145,174,-29,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,1,1,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,1,64,64,0,0,0,0,0,0,13,13,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,3,party_list,409,222,403,222,213,6,3,176,213,213,213,0,10,10,2,2,1,1,0,0,2,2,4,4,2,2,1,1,24,24,1,1,3,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,23,43,0,0,0,0,1,1,0,0,20,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,19,19,0,0,2,2,0,0,1,1,56,56,2,2,0,0,0,0,30,30,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,4,party_list,447,183,440,183,175,7,1,257,160,160,175,-15,5,0,4,0,0,0,0,0,3,0,2,0,0,0,0,0,28,0,0,0,3,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,40,0,1,0,0,0,0,0,27,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,5,party_list,375,133,360,370,245,11,,11,248,248,245,3,4,4,1,1,1,1,0,0,5,5,10,10,0,0,0,0,49,49,1,1,4,4,1,1,6,6,0,0,0,0,3,3,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,12,12,1,1,0,0,0,0,0,0,1,1,1,1,10,10,10,10,0,0,0,0,43,43,0,0,0,0,0,0,0,0,33,33,0,0,1,1,0,0,29,0,0,0,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,6,party_list,306,196,300,196,185,8,3,104,185,185,185,0,4,4,2,2,0,0,0,0,2,2,1,1,0,0,0,0,25,25,0,0,8,8,1,1,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,30,30,0,0,0,0,1,1,0,0,0,0,11,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,11,0,0,0,0,0,0,0,1,1,40,40,0,0,0,0,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,7,party_list,284,142,280,142,134,5,3,138,117,117,134,-17,1,0,3,3,0,0,2,0,4,2,2,2,0,0,3,3,28,408,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,1,0,0,0,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลก่อเอ้,1,party_list,530,374,520,374,346,16,12,146,340,340,346,-6,0,0,8,8,1,1,4,4,12,12,9,9,0,0,0,0,40,40,3,3,16,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,63,53,0,0,0,0,2,2,1,1,0,0,16,0,1,1,2,2,1,1,0,0,0,0,0,0,1,1,0,0,1,1,46,0,1,1,0,0,0,0,0,0,34,34,0,0,0,0,0,0,69,0,0,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลก่อเอ้,10,party_list,374,263,200,243,223,14,6,59,310,310,223,87,16,16,3,3,1,1,1,1,7,7,0,0,0,0,8,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,1,1,36,36,0,0,0,0,0,0,13,13,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,203,223
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลก่อเอ้,11,party_list,929,621,920,621,593,16,12,299,674,674,593,81,10,10,5,5,1,1,2,2,19,19,6,6,1,1,2,2,145,0,0,0,26,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,1,1,193,0,0,0,0,0,2,2,1,1,0,0,14,14,0,0,2,2,1,1,3,3,1,1,0,0,5,5,2,2,1,1,45,0,2,2,1,1,1,1,3,3,55,55,0,0,0,0,0,0,108,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลก่อเอ้,8,party_list,465,,460,322,296,16,10,138,165,165,296,-131,2,2,5,5,3,3,10,10,2,2,0,0,3,3,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,1,1,1,1,56,56,2,2,0,0,28,28,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลก่อเอ้,9,party_list,650,500,640,500,455,28,17,140,354,354,455,-101,5,5,2,2,1,1,1,1,11,0,1,1,1,1,2,2,30,30,1,1,11,0,3,3,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,14,14,0,0,0,0,1,1,2,2,0,0,37,37,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,93,93,1,1,0,0,2,2,0,0,61,0,1,1,0,0,0,0,63,63,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลค้อทอง,1,party_list,410,271,400,291,250,10,11,129,210,210,250,-40,1,1,2,2,2,2,4,4,11,0,1,1,0,0,0,0,54,0,1,1,5,5,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,0,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,2,2,3,3,4,4
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลค้อทอง,6,party_list,480,321,480,321,316,75,48,159,298,298,316,-18,3,3,4,4,1,1,2,2,9,9,4,4,1,1,2,2,15,15,1,1,9,9,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,1,1,0,0,7,7,0,0,0,0,10,10,0,0,3,3,0,0,3,3,0,0,1,1,1,1,0,0,1,0,21,0,0,0,0,0,0,0,0,0,101,0,1,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลค้อทอง,7,party_list,277,147,260,147,132,11,4,113,83,83,132,-49,4,0,5,5,0,0,0,0,7,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,11,0,1,1,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลค้อทอง,8,party_list,962,222,360,221,210,10,2,138,216,216,210,6,10,10,3,3,0,0,0,0,12,12,5,5,0,0,3,3,19,19,0,0,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,3,3,0,0,0,0,21,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,0,1,1,0,0,0,0,0,0,42,0,2,2,0,0,1,1,30,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลค้อทอง,9,party_list,474,299,480,299,286,4,7,181,339,339,286,53,7,7,2,2,0,0,1,1,13,13,4,4,0,0,2,2,50,50,0,0,0,0,10,10,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,1,1,0,0,0,0,13,13,0,0,1,1,2,2,0,0,1,1,0,0,0,0,0,0,1,1,79,79,1,1,0,0,0,0,1,1,50,50,0,0,0,0,0,0,44,44,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลชีทวน,1,party_list,558,,340,235,211,19,5,105,124,124,211,-87,2,2,3,3,0,0,2,2,11,0,1,1,0,0,2,2,27,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,30,30,0,0,0,0,1,1,26,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลชีทวน,10,party_list,47,367,620,367,330,12,25,253,238,238,330,-92,16,16,1,1,0,0,1,1,13,13,3,3,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26,0,1,1,0,0,2,2,1,1,104,0,3,3,0,0,2,2,40,40,2,2,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลชีทวน,6,party_list,548,313,540,313,294,18,1,227,193,193,294,-101,12,0,7,0,0,0,0,0,7,0,4,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,68,0,0,0,0,0,0,0,41,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลชีทวน,7,party_list,319,165,300,165,138,22,5,135,118,118,138,-20,7,7,3,3,0,0,0,0,5,5,0,0,0,0,0,0,9,9,0,0,4,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,20,20,2,2,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,13,13,0,0,0,0,0,0,0,0,20,20,2,2,0,0,0,0,19,19,1,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลชีทวน,9,party_list,260,170,260,170,154,11,5,90,184,184,154,30,5,5,1,1,2,2,0,0,3,3,1,1,0,0,1,1,20,20,2,2,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,3,3,0,0,0,0,31,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,20,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,1,party_list,546,173,520,173,175,16,2,327,194,194,175,19,7,0,0,0,0,0,0,0,6,0,3,0,0,0,1,0,17,0,0,0,0,76,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,23,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,1,0,0,0,37,37,0,0,0,0,1,0,25,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,10,party_list,693,301,680,301,268,32,1,379,218,218,268,-50,5,5,1,1,0,0,1,1,18,18,2,2,0,0,1,1,90,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,27,27,1,1,0,0,1,1,0,0,21,0,0,0,1,1,0,0,46,46,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,11,party_list,599,263,580,263,239,21,3,317,239,239,239,0,13,13,2,2,0,0,1,1,17,17,0,0,0,0,1,1,14,14,0,0,4,0,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,81,0,0,0,0,0,2,2,1,1,0,0,24,14,0,0,2,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,23,0,0,0,1,1,1,1,0,0,23,0,0,0,0,0,0,0,18,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,3,party_list,,,,,,,,,385,385,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,68,0,1,1,0,0,7,1,0,0,0,0,11,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,6,0,0,0,16,0,3,0,0,0,0,0,2,0,30,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,205,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,4,party_list,593,,580,230,279,11,12,350,406,406,279,127,15,15,5,5,5,5,1,1,8,8,1,1,0,0,2,2,16,16,1,1,6,6,1,1,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,36,36,1,1,0,0,3,3,1,1,0,0,11,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,36,36,1,1,0,0,0,0,27,27,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,209
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,5,party_list,569,,560,321,287,30,,239,287,287,287,0,6,6,2,2,0,0,1,1,19,19,3,3,0,0,1,1,40,40,0,0,7,0,3,3,0,0,0,0,0,0,2,2,1,1,1,1,0,0,0,0,99,99,1,1,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,1,1,0,0,1,1,3,3,0,0,1,1,12,0,0,0,0,0,0,0,1,1,33,33,0,0,0,0,2,2,38,38,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,6,party_list,694,292,600,292,270,10,2,308,179,179,270,-91,8,8,6,6,2,2,1,1,10,10,7,7,0,0,0,0,69,69,2,2,1,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,69,69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลท่าไห,9,party_list,430,,420,209,199,10,0,217,199,199,199,0,5,5,5,5,1,1,1,1,16,0,2,2,0,0,1,1,13,13,0,0,5,5,0,0,5,5,0,0,0,0,0,0,2,2,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,18,18,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,9,9,0,0,0,0,1,1,0,0,20,20,0,0,0,0,1,1,34,34,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,10,party_list,684,404,680,404,375,29,15,276,376,376,375,1,9,9,1,1,5,5,0,0,26,26,0,0,0,0,3,3,63,63,1,1,10,10,2,2,3,3,0,0,0,0,2,2,1,1,0,0,0,0,0,0,135,0,0,0,1,1,1,1,1,1,1,1,8,8,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,2,2,13,13,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,0,66,66,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,3,party_list,750,459,740,459,413,39,7,281,609,609,413,196,16,16,5,5,3,3,4,4,22,0,10,10,0,0,4,4,59,59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,18,18,3,3,1,1,3,3,0,0,18,18,0,0,0,0,1,1,30,30,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,406,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลธาตุน้อย,9,party_list,550,333,540,333,311,14,3,207,222,222,311,-89,7,0,4,4,2,2,2,2,15,14,1,1,0,0,3,3,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,50,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
