province,constituency,amphoe,tambon,unit,form_type,eligible_voters,turnout,ballots_allocated,ballots_used,valid_ballots,spoiled_ballots,abstain_ballots,ballots_remaining,val_total_votes_in_table,val_effective_vote_sum,val_valid_ballots,val_vote_diff,กล้าธรรม_votes,กล้าธรรม_votes_th,ภูมิใจไทย_votes,ภูมิใจไทย_votes_th,เพื่อไทย_votes,เพื่อไทย_votes_th,ประชาชน_votes,ประชาชน_votes_th,ไทรวมพลัง_votes,ไทรวมพลัง_votes_th,ประชาธิปไตยใหม่_votes,ประชาธิปไตยใหม่_votes_th,พลังประชารัฐ_votes,พลังประชารัฐ_votes_th,ประชาธิปัตย์_votes,ประชาธิปัตย์_votes_th,เศรษฐกิจ_votes,เศรษฐกิจ_votes_th,ไทยก้าวใหม่_votes,ไทยก้าวใหม่_votes_th
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลบ้านไทย,8,constituency,520,340,520,190,318,11,11,180,318,318,318,0,120,0,5,5,4,4,21,0,163,0,0,0,0,0,1,1,3,3,1,1
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลบ้านไทย,9,constituency,748,,740,480,454,15,11,260,454,454,454,0,173,0,1,1,6,6,26,26,243,243,1,1,0,0,1,1,2,2,1,1
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลยางขี้นก,1,constituency,300,250,300,550,250,300,0,0,231,231,250,-19,92,92,3,3,1,1,29,29,105,0,0,0,0,0,0,0,1,1,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลยางขี้นก,10,constituency,302,201,300,201,192,7,6,49,192,192,192,0,120,0,0,0,1,1,12,12,59,59,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลยางขี้นก,3,constituency,621,428,620,428,415,10,3,192,415,415,415,0,200,200,2,2,7,7,24,24,179,0,0,0,0,0,0,0,3,3,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลยางขี้นก,5,constituency,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลยางขี้นก,7,constituency,350,264,340,264,264,2,2,76,253,253,264,-11,169,0,2,2,2,2,17,17,63,63,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลยางขี้นก,8,constituency,49,305,100,305,296,6,3,95,296,296,296,0,90,90,3,3,8,8,27,27,165,0,0,0,0,0,1,1,2,2,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลยางขี้นก,9,constituency,257,183,240,183,177,2,45,57,177,177,177,0,84,84,0,0,0,0,6,6,85,85,0,0,1,1,0,0,1,1,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลศรีสุข,1,constituency,508,276,500,276,276,8,2,274,276,276,276,0,84,84,1,1,3,3,21,0,167,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลศรีสุข,2,constituency,525,,520,320,311,8,1,200,314,314,311,3,126,0,3,3,3,3,24,24,153,0,1,1,1,1,1,1,1,1,1,1
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลศรีสุข,3,constituency,580,361,580,361,352,8,1,219,352,352,352,0,147,0,1,1,3,3,19,0,174,0,1,1,0,0,1,1,5,5,1,1
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลศรีสุข,4,constituency,638,404,620,404,383,15,6,216,383,383,383,0,129,0,0,0,2,0,13,0,238,238,0,0,0,0,0,0,1,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลศรีสุข,5,constituency,350,239,340,239,230,8,1,101,230,230,230,0,140,0,1,1,2,2,10,10,73,73,0,0,1,1,2,2,1,1,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลศรีสุข,8,constituency,640,408,640,408,390,14,4,232,392,392,390,2,131,0,5,7,9,9,19,19,221,0,0,0,1,1,2,2,4,4,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,1,constituency,70,290,220,290,280,30,22,124,284,284,280,4,154,0,3,3,3,3,16,16,105,0,0,0,0,0,0,0,3,3,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,10,constituency,254,168,240,168,161,3,4,72,161,161,161,0,80,80,1,1,2,2,5,5,72,72,0,0,0,0,0,0,1,1,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,11,constituency,377,275,360,275,261,7,7,85,261,261,261,0,59,59,2,2,3,3,12,12,185,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,13,constituency,641,,640,378,365,6,7,262,365,365,365,0,167,0,3,3,6,6,17,17,166,0,0,0,0,0,2,2,4,4,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,14,constituency,640,356,540,356,349,9,3,197,364,364,349,15,195,0,3,3,5,0,20,20,141,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,15,constituency,455,301,470,301,291,7,3,139,291,291,291,0,182,0,1,1,2,2,12,12,88,88,1,1,0,0,0,0,5,5,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,16,constituency,273,261,940,261,261,6,6,99,249,249,261,-12,160,0,3,3,1,1,14,14,66,66,0,0,1,1,0,0,4,4,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,17,constituency,732,289,720,289,278,8,3,231,278,278,278,0,111,0,4,4,3,3,18,18,136,0,3,3,0,0,1,1,1,1,1,1
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,2,constituency,604,447,660,447,424,14,4,213,420,420,424,-4,236,236,1,1,5,5,15,15,157,0,0,0,0,0,1,1,5,5,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,3,constituency,405,405,600,405,388,10,7,195,388,388,388,0,211,0,1,0,6,0,21,0,143,0,0,0,1,0,2,0,3,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,4,constituency,359,279,350,239,234,4,1,11,230,230,234,-4,88,88,1,1,1,1,13,17,124,0,2,2,0,0,1,1,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,5,constituency,409,265,400,265,250,8,7,135,250,250,250,0,160,0,0,0,0,0,12,12,75,75,0,0,0,0,0,0,3,3,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,7,constituency,254,168,240,168,240,0,0,72,243,243,240,3,0,0,1,1,2,2,0,0,72,72,0,0,0,0,1,1,1,1,161,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,8,constituency,254,168,240,168,240,0,0,72,243,243,240,3,0,0,1,1,2,2,0,0,72,72,0,0,0,0,1,1,1,1,161,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสร้างถ่อ,9,constituency,398,,380,233,227,4,2,147,227,227,227,0,70,70,0,0,1,1,17,17,137,0,0,0,0,0,0,0,2,2,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสหธาตุ,2,constituency,393,234,380,234,222,11,2,146,222,222,222,0,87,87,2,2,1,1,17,17,113,0,0,0,0,0,1,1,1,1,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสหธาตุ,3,constituency,437,291,420,291,277,10,4,129,277,277,277,0,103,0,9,9,3,3,19,19,140,0,1,1,0,0,1,1,1,1,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสหธาตุ,4,constituency,462,338,460,338,320,10,8,122,320,320,320,0,125,0,5,5,11,0,30,30,140,140,1,1,2,2,0,0,6,6,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลสหธาตุ,5,constituency,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหนองเหล่า,1,constituency,471,335,460,335,320,9,6,125,400,400,320,80,212,212,82,82,0,0,15,15,84,804,0,0,0,0,4,4,3,3,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหนองเหล่า,2,constituency,407,426,600,426,406,13,7,78,406,406,406,0,133,0,3,3,3,3,22,202,240,240,1,1,0,0,1,1,2,2,1,1
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหนองเหล่า,3,constituency,576,,576,387,387,7,6,173,374,374,387,-13,93,0,5,0,1,0,28,0,246,0,0,0,0,0,1,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหนองเหล่า,4,constituency,452,299,440,299,288,8,3,141,286,286,288,-2,121,0,6,6,2,2,21,0,132,0,0,0,0,0,1,1,3,3,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหนองเหล่า,5,constituency,384,230,380,230,231,3,5,141,231,231,231,0,137,0,2,0,1,0,7,0,81,0,0,0,0,0,0,0,3,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหนองเหล่า,8,constituency,300,235,300,235,0,0,0,75,419,419,0,419,1,0,0,0,2,2,7,7,153,0,0,0,1,1,0,0,0,0,255,255
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหนองเหล่า,9,constituency,576,,576,387,387,7,6,173,374,374,387,-13,93,0,5,0,1,0,28,0,246,0,0,0,0,0,1,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,1,constituency,361,,360,254,239,4,11,106,239,239,239,0,66,66,1,1,4,4,19,19,142,0,3,3,1,1,2,2,1,1,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,10,constituency,608,399,600,399,368,11,20,201,368,368,368,0,175,0,10,0,36,0,36,0,102,0,0,0,1,0,1,0,7,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,11,constituency,478,,460,170,334,6,10,110,334,334,334,0,169,0,1,0,4,0,27,0,120,0,1,0,1,0,5,0,6,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,2,constituency,331,222,320,222,217,6,5,98,211,211,217,-6,77,77,4,4,1,1,15,15,108,0,0,0,0,0,2,2,4,4,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,3,constituency,497,279,420,279,275,3,1,141,275,275,275,0,185,0,1,1,4,4,13,13,71,0,0,0,0,0,0,0,0,0,1,1
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,4,constituency,244,450,240,450,440,7,7,244,440,440,440,0,228,228,3,3,5,5,44,44,154,0,0,0,2,2,0,0,4,4,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,6,constituency,628,323,620,323,307,11,5,197,256,256,307,-51,102,0,2,2,15,15,15,15,117,0,2,2,0,0,0,0,3,3,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,7,constituency,540,292,540,292,263,16,13,249,259,259,263,-4,130,0,9,9,29,29,32,32,52,52,1,1,2,2,0,0,4,8,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลหัวดอน,9,constituency,780,4,280,515,493,15,7,265,493,493,493,0,230,230,4,4,7,7,29,29,213,213,0,0,1,1,7,7,2,2,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลแดงหม้อ,1,constituency,638,,620,369,335,17,17,251,335,335,335,0,137,0,7,7,6,6,33,33,144,0,1,1,0,0,3,3,4,4,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลแดงหม้อ,3,constituency,200,12,200,126,123,2,1,74,118,118,123,-5,20,0,0,0,1,0,9,0,87,0,0,0,0,0,0,0,1,1,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลแดงหม้อ,4,constituency,282,76,280,176,173,2,1,104,173,173,173,0,39,39,1,1,1,1,12,12,116,0,0,0,0,0,1,1,3,3,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลแดงหม้อ,5,constituency,206,244,400,244,241,1,2,156,241,241,241,0,100,0,0,0,2,2,18,0,116,0,0,0,1,1,0,0,0,0,4,4
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลแดงหม้อ,6,constituency,320,196,320,196,193,3,0,124,193,193,193,0,63,63,0,0,3,3,11,0,115,0,0,0,0,0,0,0,1,1,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลโนนรัง,1,constituency,738,313,520,313,309,3,1,207,309,309,309,0,113,0,2,2,5,5,15,15,171,0,1,1,0,0,0,0,2,2,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลโนนรัง,2,constituency,530,374,520,374,356,3,15,146,356,356,356,0,124,524,6,6,10,10,30,30,182,0,0,0,0,0,1,1,3,3,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลโนนรัง,3,constituency,308,308,520,308,298,4,6,212,298,298,298,0,207,0,0,0,3,3,14,14,71,0,0,0,0,0,1,1,2,2,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลโนนรัง,4,constituency,585,343,580,343,332,7,4,239,332,332,332,0,212,212,2,2,4,4,19,99,95,95,0,0,0,0,0,0,0,0,0,0
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลโนนรัง,6,constituency,120,90,120,90,87,1,2,30,87,87,87,0,30,30,0,0,1,1,8,8,45,45,0,0,0,0,2,2,1,1,0,0
อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,1,constituency,436,298,420,298,282,8,8,122,282,282,282,0,126,0,7,7,28,38,34,34,80,80,0,0,2,2,2,2,3,3,0,0
อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,10,constituency,512,390,500,390,357,4,29,110,355,355,357,-2,74,74,14,14,16,18,62,62,171,0,3,3,1,1,3,3,8,8,3,3
อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,11,constituency,802,577,800,577,521,22,34,223,521,521,521,0,145,0,6,6,29,29,66,66,265,265,1,1,1,1,3,3,5,5,0,0
อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,12,constituency,656,474,640,474,424,12,38,166,424,424,424,0,130,0,21,0,34,34,100,0,123,0,2,2,0,0,9,9,5,5,0,0
อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,13,constituency,390,335,380,335,326,7,2,45,326,326,326,0,113,0,0,0,13,13,21,0,172,0,0,0,1,1,1,1,4,4,1,1
อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,14,constituency,300,237,300,237,213,6,18,63,213,213,213,0,84,84,12,12,21,0,29,29,59,59,0,0,0,0,3,3,3,3,2,2
อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,15,constituency,253,253,340,253,223,6,24,87,223,223,223,0,90,90,7,7,2,2,29,29,89,89,1,1,0,0,2,2,2,2,1,1
อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,16,constituency,291,,480,408,194,6,8,72,184,184,194,-10,59,59,4,4,19,19,18,18,78,78,1,1,0,0,1,1,3,3,1,1
อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,4,constituency,420,350,420,350,306,6,38,70,306,306,306,0,110,0,11,0,14,14,50,50,110,0,3,3,1,1,5,5,1,1,1,1
อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,5,constituency,472,367,480,367,357,10,24,113,333,333,357,-24,178,0,13,3,19,19,44,44,69,69,1,1,0,0,5,5,3,3,1,1
อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,6,constituency,474,351,460,351,322,49,20,109,323,323,322,1,109,0,13,13,43,43,34,34,109,0,1,1,4,4,1,1,8,8,1,1
อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,7,constituency,578,392,560,392,356,421,25,168,356,356,356,0,236,236,4,4,22,22,29,29,58,58,0,0,1,1,2,2,4,4,0,0
อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,8,constituency,539,570,520,396,343,12,41,124,343,343,343,0,82,82,15,15,63,63,86,86,77,77,2,2,1,1,7,7,9,9,1,1
อุบลราชธานี,2,เขต 2 อ.เมืองฯ,ตำบลหนองขอน,9,constituency,485,346,480,346,318,12,16,134,318,318,318,0,98,98,5,5,22,22,58,58,124,0,2,2,0,0,4,4,5,5,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,1,constituency,701,513,700,513,461,13,39,187,461,461,461,0,146,0,37,37,35,35,132,0,86,86,0,0,4,4,7,7,12,12,2,2
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,10,constituency,499,316,480,316,275,15,26,164,275,275,275,0,59,59,12,12,27,27,54,54,99,99,2,2,2,2,11,0,7,7,2,2
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,11,constituency,497,374,480,374,264,29,41,116,264,264,264,0,66,66,15,15,16,16,70,70,80,80,3,3,2,2,1,1,10,10,1,1
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,12,constituency,504,,500,367,321,17,29,133,322,322,321,1,69,0,21,0,27,0,109,0,72,0,4,0,1,0,6,0,9,0,4,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,13,constituency,329,247,320,247,247,6,9,79,226,226,247,-21,50,0,8,0,19,0,36,346,104,0,1,0,0,0,5,0,3,0,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,14,constituency,440,,440,321,289,12,20,119,289,289,289,0,91,0,8,0,15,0,43,0,120,0,2,0,1,0,1,0,7,0,1,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,16,constituency,536,427,520,427,398,14,15,93,398,398,398,0,59,59,8,8,14,14,49,49,262,262,0,0,2,2,1,1,3,3,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,17,constituency,540,407,540,407,385,11,11,132,385,385,385,0,72,72,6,6,23,0,36,36,231,0,3,3,2,2,4,4,3,3,5,5
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,18,constituency,559,416,540,416,376,14,6,124,450,450,376,74,63,63,8,8,37,37,58,0,223,223,1,1,2,0,2,2,50,50,6,6
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,19,constituency,210,154,200,154,139,9,6,46,84,84,139,-55,0,0,0,0,16,16,0,0,45,0,0,0,0,0,1,1,0,0,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,2,constituency,694,456,680,456,398,47,54,224,398,398,398,0,39,39,33,33,39,39,197,0,47,47,2,2,11,0,18,18,10,10,2,2
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,20,constituency,491,346,480,346,312,18,16,134,312,312,312,0,109,0,9,9,19,19,32,32,136,0,1,1,3,3,1,1,2,2,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,21,constituency,484,37,480,337,305,47,15,143,357,357,305,52,157,0,57,57,17,17,57,57,54,54,0,0,2,2,4,4,5,5,4,4
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,22,constituency,480,319,480,319,268,16,35,161,268,268,268,0,128,0,8,8,18,18,70,70,33,33,2,2,2,2,2,2,3,3,2,2
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,23,constituency,474,322,460,322,273,7,42,128,272,272,273,-1,84,84,26,26,29,29,81,0,36,36,0,0,2,2,2,2,11,0,1,1
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,25,constituency,477,325,460,325,284,6,35,135,284,284,284,0,82,802,19,19,18,18,111,0,33,33,2,2,5,5,5,5,8,8,1,1
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,26,constituency,554,403,540,403,358,8,37,131,358,358,358,0,131,0,24,24,26,26,119,0,48,48,2,2,2,2,2,2,2,2,2,2
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,27,constituency,555,394,540,394,356,5,33,146,356,356,356,0,117,0,21,0,34,34,121,0,39,39,3,3,3,3,9,9,7,7,2,2
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,28,constituency,556,381,540,381,347,5,29,159,407,407,347,60,92,92,28,28,28,28,187,0,43,43,1,1,6,6,12,12,8,8,2,2
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,3,constituency,690,486,680,486,294,5,7,194,434,434,294,140,44,44,54,54,41,0,193,0,50,50,7,7,9,9,17,17,15,15,4,4
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,30,constituency,548,393,548,393,349,43,155,155,349,349,349,0,58,58,41,0,21,0,178,0,26,0,3,0,9,0,7,0,6,0,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,31,constituency,520,388,520,388,362,12,14,132,362,362,362,0,70,70,5,5,13,13,52,52,211,0,3,3,0,0,1,1,3,3,4,4
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,32,constituency,482,349,480,349,314,14,21,131,314,314,314,0,80,80,9,9,34,34,57,57,117,0,3,3,4,4,5,5,3,3,2,2
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,33,constituency,480,335,480,335,294,4,37,145,324,324,294,30,72,72,44,44,33,33,80,80,73,73,3,3,7,7,7,7,5,5,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,34,constituency,540,354,540,354,301,17,36,186,295,295,301,-6,104,0,17,0,20,2,75,75,66,66,2,2,1,1,8,8,1,7,1,1
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,35,constituency,540,368,520,368,334,14,20,152,334,334,334,0,82,802,19,0,24,24,83,803,109,0,2,2,2,2,3,3,9,9,1,1
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,36,constituency,538,394,520,394,349,10,35,126,349,349,349,0,101,0,18,18,28,208,88,88,96,96,2,2,3,3,8,8,5,5,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,37,constituency,540,389,540,389,344,41,151,196,344,344,344,0,68,68,20,20,19,19,154,0,59,59,2,2,7,7,8,8,6,6,1,1
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,38,constituency,684,493,680,493,439,24,30,187,439,439,439,0,67,67,28,28,22,22,89,89,208,208,4,4,2,2,7,7,9,9,3,3
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,4,constituency,546,778,540,778,342,8,28,162,343,343,342,1,125,0,31,0,31,0,79,79,41,0,2,2,22,22,3,3,8,8,1,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,40,constituency,651,427,640,427,368,11,48,213,369,369,368,1,80,80,29,29,56,56,141,0,36,36,6,6,3,3,11,0,6,6,1,1
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,41,constituency,648,450,640,450,389,20,41,190,339,339,389,-50,84,84,41,0,42,42,105,0,34,34,4,4,6,6,13,13,8,8,2,2
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,42,constituency,200,453,220,453,421,5,27,167,418,418,421,-3,115,0,27,27,40,40,113,0,102,0,2,2,2,2,11,0,4,4,2,2
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,43,constituency,627,446,620,446,401,7,38,174,401,401,401,0,92,92,40,40,38,38,117,0,91,0,3,3,4,4,5,5,8,8,3,3
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,44,constituency,511,270,500,370,317,21,32,130,317,317,317,0,83,83,14,14,26,26,72,72,107,0,2,2,3,3,4,4,6,6,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,45,constituency,571,350,500,350,310,3,37,150,310,310,310,0,48,48,27,27,22,22,137,0,47,47,1,1,12,12,6,6,5,5,5,5
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,5,constituency,733,253,720,253,206,18,29,467,206,206,206,0,22,22,25,25,10,10,91,0,10,10,1,1,28,28,6,6,5,5,8,8
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,6,constituency,500,356,500,356,349,9,79,144,366,366,349,17,110,0,44,44,43,43,97,97,51,0,2,2,11,0,1,1,5,5,2,2
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,7,constituency,498,344,480,344,312,9,23,136,312,312,312,0,90,90,14,14,33,33,88,88,62,62,3,3,5,5,5,5,12,12,0,0
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,8,constituency,505,353,500,353,316,5,32,147,452,452,316,136,27,0,26,0,39,39,124,0,70,70,0,0,8,8,10,0,147,0,1,1
อุบลราชธานี,2,เขตไร่น้อย,เขตไร่น้อย,9,constituency,573,367,520,367,320,8,39,153,320,320,320,0,44,0,34,34,29,29,132,0,46,46,5,5,11,0,10,10,7,7,2,2
