province,constituency,amphoe,tambon,unit,form_type,eligible_voters,turnout,ballots_allocated,ballots_used,valid_ballots,spoiled_ballots,abstain_ballots,ballots_remaining,candidate_number,candidate_name,party,votes,votes_th,validation,validation_errors,validation_warnings,source
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,1,,ไทยทรัพย์ทวี,8,แปด,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,2,,เพื่อชาติไทย,2,สอง,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,3,,ใหม่,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,4,,มิติใหม่,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,5,,รวมใจไทย,5,ห้า,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,6,,รวมไทยสร้างชาติ,4,สี่,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,7,,พลวัต,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,8,,ประชาธิปไตยใหม่,1,หนึ่ง,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,9,,เพื่อไทย,13,สิบสาม,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,10,,ทางเลือกใหม่,1,หนึ่ง,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,11,,เศรษฐกิจ,7,เล็กๆ,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,12,,เสรีรวมไทย,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,13,,รวมพลังประชาชน,2,มอง,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,14,,ท้องที่ไทย,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,15,,อนาคตไทย,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,16,,พลังเพื่อไทย,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,17,,ไทยชนะ,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,18,,พลังสังคมใหม่,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,19,,สังคมประชาธิปไตยไทย,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,20,,ฟิวชัน,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,21,,ไทรวมพลัง,46,สีส้มหัก,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,22,,ก้าวอิสระ,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,23,,ปวงชนไทย,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,24,,วิชชั่นใหม่,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,25,,เพื่อชีวิตใหม่,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,26,,คลองไทย,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,27,,ประชาธิปัตย์,27,เปลี่ยนชา,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,28,,ไทยก้าวหน้า,1,หนึ่ง,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,29,,ไทยภักดี,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,30,,แรงงานสร้างชาติ,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,31,,ประชากรไทย,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,32,,ครูไทยเพื่อประชาชน,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,33,,ประชาชาติ,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,34,,สร้างอนาคตไทย,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,35,,รักชาติ,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,36,,ไทยพร้อม,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,37,,ภูมิใจไทย,26,(สามสิบ),WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,38,,พลังธรรมใหม่,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,39,,กรีน,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,40,,ไทยธรรม,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,41,,แผ่นดินธรรม,1,(หนึ่ง),WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,42,,กล้าธรรม,51,(ห้าสิบเอ็ด),WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,43,,พลังประชารัฐ,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,44,,โอกาสใหม่,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,45,,เป็นธรรม,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,46,,ประชาชน,68,(หกสิบแปด),WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,47,,ประชาไทย,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,48,,ไทยสร้างไทย,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,49,,ไทยก้าวใหม่,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,50,,ประชาอาสาชาติ,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,51,,พร้อม,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,52,,เครือข่ายชาวนาแห่งประเทศไทย,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,53,,ไทยพิทักษ์ธรรม,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,54,,ความหวังใหม่,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,55,,ไทยรวมไทย,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,56,,เพื่อบ้านเมือง,1,(หนึ่ง),WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,party_list,536,283,520,283,268,13,2,237,57,,พลังไทยรักชาติ,0,,WARNING,,"small vote mismatch: effective_sum=264, valid_ballots=268",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,constituency,536,283,520,283,263,16,4,237,1,นายวุฒิพงษ์ นามบุตร,กล้าธรรม,115,หนึ่งร้อยสิบห้า,WARNING,,"small vote mismatch: effective_sum=253, valid_ballots=263",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,constituency,536,283,520,283,263,16,4,237,2,นายประเสริฐ เผ่าพันธ์,ภูมิใจไทย,2,สอง,WARNING,,"small vote mismatch: effective_sum=253, valid_ballots=263",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,constituency,536,283,520,283,263,16,4,237,3,นายประสพ สารสมัคร,เพื่อไทย,3,สาม,WARNING,,"small vote mismatch: effective_sum=253, valid_ballots=263",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,constituency,536,283,520,283,263,16,4,237,4,นายปรีชญา ฉ่ำมณี,ประชาชน,24,สองสิบสี่,WARNING,,"small vote mismatch: effective_sum=253, valid_ballots=263",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,constituency,536,283,520,283,263,16,4,237,5,นายณรงค์ชัย วีระกุล,ไทรวมพลัง,105,หนึ่งร้อยห้า,WARNING,,"small vote mismatch: effective_sum=253, valid_ballots=263",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,constituency,536,283,520,283,263,16,4,237,6,นายวิทยา ครองยุติ,ประชาธิปไตยใหม่,0,ศูนย์,WARNING,,"small vote mismatch: effective_sum=253, valid_ballots=263",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,constituency,536,283,520,283,263,16,4,237,7,เรืออากาศตรีประจวบ ทรัพย์สะอาด,พลังประชารัฐ,0,ศูนย์,WARNING,,"small vote mismatch: effective_sum=253, valid_ballots=263",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,constituency,536,283,520,283,263,16,4,237,8,นางสาวณฐพร บุญประสิทธิ์,ประชาธิปัตย์,1,หนึ่ง,WARNING,,"small vote mismatch: effective_sum=253, valid_ballots=263",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,constituency,536,283,520,283,263,16,4,237,9,นายเจริญชัย คำแฝง,เศรษฐกิจ,3,สาม,WARNING,,"small vote mismatch: effective_sum=253, valid_ballots=263",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,1,constituency,536,283,520,283,263,16,4,237,10,นายธัชชัย คมขำ,ไทยก้าวใหม่,0,ศูนย์,WARNING,,"small vote mismatch: effective_sum=253, valid_ballots=263",rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 1\5ทับ18.pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,10,party_list,353,130,340,130,127,3,2,210,1,,ไทยทรัพย์ทวี,0,,REVIEW,"vote sum mismatch: results=158, valid_ballots=127; ballot used mismatch: valid+spoiled+abstain=132, ballots_used=130",,rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,10,party_list,353,130,340,130,127,3,2,210,2,,เพื่อชาติไทย,2,สอง,REVIEW,"vote sum mismatch: results=158, valid_ballots=127; ballot used mismatch: valid+spoiled+abstain=132, ballots_used=130",,rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,10,party_list,353,130,340,130,127,3,2,210,3,,ใหม่,1,หนึ่ง,REVIEW,"vote sum mismatch: results=158, valid_ballots=127; ballot used mismatch: valid+spoiled+abstain=132, ballots_used=130",,rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,10,party_list,353,130,340,130,127,3,2,210,4,,มิติใหม่,0,,REVIEW,"vote sum mismatch: results=158, valid_ballots=127; ballot used mismatch: valid+spoiled+abstain=132, ballots_used=130",,rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,10,party_list,353,130,340,130,127,3,2,210,5,,รวมใจไทย,3,สาม,REVIEW,"vote sum mismatch: results=158, valid_ballots=127; ballot used mismatch: valid+spoiled+abstain=132, ballots_used=130",,rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,10,party_list,353,130,340,130,127,3,2,210,6,,รวมไทยสร้างชาติ,2,สอง,REVIEW,"vote sum mismatch: results=158, valid_ballots=127; ballot used mismatch: valid+spoiled+abstain=132, ballots_used=130",,rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,10,party_list,353,130,340,130,127,3,2,210,7,,พลวัต,0,,REVIEW,"vote sum mismatch: results=158, valid_ballots=127; ballot used mismatch: valid+spoiled+abstain=132, ballots_used=130",,rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,10,party_list,353,130,340,130,127,3,2,210,8,,ประชาธิปไตยใหม่,0,,REVIEW,"vote sum mismatch: results=158, valid_ballots=127; ballot used mismatch: valid+spoiled+abstain=132, ballots_used=130",,rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf
อุบลราชธานี,2,อำเภอเขื่องใน,ตำบลกลางใหญ่,10,party_list,353,130,340,130,127,3,2,210,9,,เพื่อไทย,43,สี่สิบสาม,REVIEW,"vote sum mismatch: results=158, valid_ballots=127; ballot used mismatch: valid+spoiled+abstain=132, ballots_used=130",,rawData\อำเภอเขื่องใน\ตำบลกลางใหญ่\หน่วยเลือกตั้งที่ 10\5ทับ18(บช).pdf
