province,province_number,district,subdistrict,station_number,เขต_กรีน,เขต_ก้าวไกล,เขต_ครูไทยเพื่อประชาช,เขต_คลองไทย,เขต_ความหวังใหม่,เขต_ชาติพัฒนากล้า,เขต_ชาติรุ่งเรือง,เขต_ชาติไทยพัฒนา,เขต_ช่วยชาติ,เขต_ถิ่นกาขาวชาววิไล,เขต_ทางเลือกใหม่,เขต_ท้องที่ไทย,เขต_บัตรเสีย,เขต_ประชากรไทย,เขต_ประชาชาติ,เขต_ประชาธิปัตย์,เขต_ประชาธิปไตยใหม่,เขต_ประชาภิวัฒน์,เขต_ประชาสามัคคี,เขต_ประชาไทย,เขต_ผู้มาใช้สิทธิ์,เขต_ผู้มีสิทธิ์,เขต_พลัง,เขต_พลังธรรมใหม่,เขต_พลังบูรพา,เขต_พลังประชาธิปไตย,เขต_พลังประชารัฐ,เขต_พลังปวงชนไทย,เขต_พลังสยาม,เขต_พลังสหกรณ์,เขต_พลังสังคม,เขต_พลังสังคมใหม่,เขต_พลังเพื่อไทย,เขต_พลังไทยรักชาติ,เขต_ภราดรภาพ,เขต_ภาคีเครือข่ายไทย,เขต_ภูมิใจไทย,เขต_มิติใหม่,เขต_รวมพลัง,เขต_รวมแผ่นดิน,เขต_รวมใจไทย,เขต_รวมไทยสร้างชาติ,เขต_รักษ์ธรรม,เขต_รักษ์ผืนป่าประเทศ,เขต_ราษฎร์วิถี,เขต_สังคมประชาธิปไตยไ,เขต_สามัญชน,เขต_อนาคตไทย,เขต_เปลี่ยน,เขต_เปลี่ยนอนาคต,เขต_เป็นธรรม,เขต_เพื่อชาติ,เขต_เพื่อชาติไทย,เขต_เพื่ออนาคตไทย,เขต_เพื่อไทย,เขต_เพื่อไทรวมพลัง,เขต_เสมอภาค,เขต_เสรีรวมไทย,เขต_เส้นด้าย,เขต_แนวทางใหม่,เขต_แผ่นดินธรรม,เขต_แรงงานสร้างชาติ,เขต_ใหม่,เขต_ไทยก้าวหน้า,เขต_ไทยชนะ,เขต_ไทยธรรม,เขต_ไทยพร้อม,เขต_ไทยภักดี,เขต_ไทยรวมไทย,เขต_ไทยศรีวิไลย์,เขต_ไทยสมาร์ท,เขต_ไทยสร้างไทย,เขต_ไทยเป็นหนึ่ง,เขต_ไม่เลือกผู้ใด
อุบลราชธานี,2,เขื่องใน,หัวดอน,3.0,,19.0,,0.0,,,,,,,,,12,,,167,,,,,273,427,,,,,9,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,59,,,3,,,,,,,,,,0.0,,0.0,,,,3
อุบลราชธานี,2,เขื่องใน,หัวดอน,4.0,,78.0,,3.0,,,,,,,,,17,,,228,,,,,460,653,,,,,13,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,104,,,1,,,,,,,,,,1.0,,1.0,,,,13
อุบลราชธานี,2,เขื่องใน,หัวดอน,5.0,,56.0,,0.0,,,,,,,,,14,,,197,,,,,414,566,,,,,1,0.0,,,,,,,,,7.0,,,,,0,,,,,,,,,,,,,128,,,1,,,,,,,,,,1.0,,2.0,,,,7
อุบลราชธานี,2,เขื่องใน,หัวดอน,6.0,,41.0,,0.0,,,,,,,,,14,,,147,,,,,322,525,,,,,2,1.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,106,,,3,,,,,,,,,,1.0,,1.0,,,,3
อุบลราชธานี,2,เขื่องใน,หัวดอน,7.0,,52.0,,0.0,,,,,,,,,14,,,117,,,,,331,554,,,,,5,2.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,131,,,1,,,,,,,,,,1.0,,1.0,,,,4
อุบลราชธานี,2,เขื่องใน,หัวดอน,8.0,,11.0,,0.0,,,,,,,,,5,,,58,,,,,122,176,,,,,2,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,45,,,0,,,,,,,,,,1.0,,0.0,,,,0
อุบลราชธานี,2,เขื่องใน,หัวดอน,9.0,,57.0,,1.0,,,,,,,,,35,,,263,,,,,554,793,,,,,5,0.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,183,,,2,,,,,,,,,,0.0,,3.0,,,,3
อุบลราชธานี,2,เขื่องใน,เขื่องใน,1.0,,32.0,,0.0,,,,,,,,,15,,,258,,,,,426,587,,,,,9,1.0,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,102,,,1,,,,,,,,,,0.0,,1.0,,,,3
อุบลราชธานี,2,เขื่องใน,เขื่องใน,2.0,,13.0,,0.0,,,,,,,,,11,,,164,,,,,236,375,,,,,2,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,42,,,0,,,,,,,,,,0.0,,1.0,,,,2
อุบลราชธานี,2,เขื่องใน,เขื่องใน,3.0,,47.0,,2.0,,,,,,,,,14,,,295,,,,,437,544,,,,,12,0.0,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,46,,,0,,,,,,,,,,2.0,,1.0,,,,14
อุบลราชธานี,2,เขื่องใน,เขื่องใน,4.0,,45.0,,0.0,,,,,,,,,10,,,214,,,,,423,579,,,,,14,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,124,,,3,,,,,,,,,,1.0,,0.0,,,,11
อุบลราชธานี,2,เขื่องใน,เขื่องใน,5.0,,76.0,,1.0,,,,,,,,,15,,,205,,,,,446,563,,,,,14,1.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,115,,,2,,,,,,,,,,1.0,,1.0,,,,13
อุบลราชธานี,2,เขื่องใน,เขื่องใน,6.0,,15.0,,0.0,,,,,,,,,14,,,242,,,,,345,474,,,,,2,0.0,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,62,,,1,,,,,,,,,,0.0,,1.0,,,,4
อุบลราชธานี,2,เขื่องใน,เขื่องใน,7.0,,39.0,,0.0,,,,,,,,,18,,,219,,,,,381,481,,,,,10,2.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,85,,,1,,,,,,,,,,1.0,,0.0,,,,5
อุบลราชธานี,2,เขื่องใน,เขื่องใน,8.0,,51.0,,0.0,,,,,,,,,17,,,385,,,,,573,703,,,,,12,1.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,92,,,0,,,,,,,,,,2.0,,3.0,,,,7
อุบลราชธานี,2,เขื่องใน,เขื่องใน,1.0,,0.0,,0.0,,,,,,,,,0,,,0,,,,,0,0,,,,,0,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,0,,,0,,,,,,,,,,0.0,,0.0,,,,0
อุบลราชธานี,2,เขื่องใน,เขื่องใน,10.0,,42.0,,0.0,,,,,,,,,31,,,331,,,,,615,903,,,,,9,1.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,194,,,1,,,,,,,,,,0.0,,0.0,,,,3
อุบลราชธานี,2,เขื่องใน,เขื่องใน,11.0,,7.0,,0.0,,,,,,,,,8,,,57,,,,,112,140,,,,,0,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,38,,,0,,,,,,,,,,1.0,,0.0,,,,0
อุบลราชธานี,2,เขื่องใน,เขื่องใน,12.0,,44.0,,1.0,,,,,,,,,20,,,274,,,,,495,726,,,,,2,0.0,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,138,,,3,,,,,,,,,,2.0,,3.0,,,,4
อุบลราชธานี,2,เขื่องใน,เขื่องใน,13.0,,23.0,,1.0,,,,,,,,,16,,,181,,,,,342,521,,,,,4,0.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,111,,,0,,,,,,,,,,0.0,,0.0,,,,4
อุบลราชธานี,2,เขื่องใน,เขื่องใน,2.0,,0.0,,0.0,,,,,,,,,0,,,0,,,,,0,0,,,,,0,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,0,,,0,,,,,,,,,,0.0,,0.0,,,,0
อุบลราชธานี,2,เขื่องใน,เขื่องใน,3.0,,0.0,,0.0,,,,,,,,,0,,,0,,,,,0,0,,,,,0,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,0,,,0,,,,,,,,,,0.0,,0.0,,,,0
อุบลราชธานี,2,เขื่องใน,เขื่องใน,4.0,,0.0,,0.0,,,,,,,,,0,,,0,,,,,0,0,,,,,0,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,0,,,0,,,,,,,,,,0.0,,0.0,,,,0
อุบลราชธานี,2,เขื่องใน,เขื่องใน,5.0,,39.0,,0.0,,,,,,,,,18,,,219,,,,,0,0,,,,,10,2.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,85,,,1,,,,,,,,,,1.0,,0.0,,,,5
อุบลราชธานี,2,เขื่องใน,เขื่องใน,6.0,,0.0,,0.0,,,,,,,,,0,,,0,,,,,0,0,,,,,0,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,0,,,0,,,,,,,,,,0.0,,0.0,,,,0
อุบลราชธานี,2,เขื่องใน,เขื่องใน,7.0,,20.0,,0.0,,,,,,,,,5,,,201,,,,,0,0,,,,,6,0.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,35,,,1,,,,,,,,,,0.0,,3.0,,,,5
อุบลราชธานี,2,เขื่องใน,เขื่องใน,8.0,,0.0,,0.0,,,,,,,,,0,,,0,,,,,0,0,,,,,0,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,0,,,0,,,,,,,,,,0.0,,0.0,,,,0
อุบลราชธานี,2,เขื่องใน,เขื่องใน,9.0,,20.0,,0.0,,,,,,,,,5,,,201,,,,,278,407,,,,,6,0.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,35,,,1,,,,,,,,,,0.0,,3.0,,,,5
อุบลราชธานี,2,เขื่องใน,แดงหม้อ,1.0,,39.0,,0.0,,,,,,,,,17,,,171,,,,,390,635,,,,,6,0.0,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,145,,,3,,,,,,,,,,1.0,,1.0,,,,3
อุบลราชธานี,2,เขื่องใน,แดงหม้อ,2.0,,33.0,,1.0,,,,,,,,,17,,,163,,,,,400,666,,,,,13,0.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,158,,,0,,,,,,,,,,0.0,,2.0,,,,11
อุบลราชธานี,2,เขื่องใน,แดงหม้อ,3.0,,15.0,,0.0,,,,,,,,,8,,,44,,,,,130,218,,,,,2,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,58,,,0,,,,,,,,,,0.0,,1.0,,,,1
อุบลราชธานี,2,เขื่องใน,แดงหม้อ,4.0,,8.0,,0.0,,,,,,,,,8,,,64,,,,,170,282,,,,,8,1.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,72,,,0,,,,,,,,,,1.0,,1.0,,,,5
อุบลราชธานี,2,เขื่องใน,แดงหม้อ,5.0,,39.0,,1.0,,,,,,,,,12,,,110,,,,,265,405,,,,,7,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,87,,,2,,,,,,,,,,0.0,,1.0,,,,5
อุบลราชธานี,2,เขื่องใน,แดงหม้อ,6.0,,24.0,,1.0,,,,,,,,,10,,,90,,,,,199,338,,,,,3,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,70,,,0,,,,,,,,,,0.0,,0.0,,,,1
อุบลราชธานี,2,เขื่องใน,โนนรัง,1.0,,39.0,,0.0,,,,,,,,,20,,,127,,,,,338,538,,,,,1,1.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,144,,,2,,,,,,,,,,2.0,,0.0,,,,1
อุบลราชธานี,2,เขื่องใน,โนนรัง,2.0,,63.0,,1.0,,,,,,,,,22,,,268,,,,,574,924,,,,,16,0.0,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,192,,,2,,,,,,,,,,0.0,,3.0,,,,3
อุบลราชธานี,2,เขื่องใน,โนนรัง,3.0,,38.0,,0.0,,,,,,,,,5,,,164,,,,,319,513,,,,,9,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,99,,,1,,,,,,,,,,0.0,,1.0,,,,1
อุบลราชธานี,2,เขื่องใน,โนนรัง,4.0,,29.0,,0.0,,,,,,,,,16,,,177,,,,,355,595,,,,,11,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,113,,,1,,,,,,,,,,1.0,,0.0,,,,6
อุบลราชธานี,2,เขื่องใน,โนนรัง,5.0,,13.0,,0.0,,,,,,,,,14,,,119,,,,,211,344,,,,,3,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,57,,,0,,,,,,,,,,0.0,,1.0,,,,3
อุบลราชธานี,2,เขื่องใน,โนนรัง,6.0,,9.0,,1.0,,,,,,,,,5,,,27,,,,,89,123,,,,,8,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,35,,,0,,,,,,,,,,0.0,,0.0,,,,4
อุบลราชธานี,2,เขื่องใน,โนนรัง,7.0,,15.0,,1.0,,,,,,,,,15,,,210,,,,,339,525,,,,,1,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,84,,,2,,,,,,,,,,0.0,,3.0,,,,8
อุบลราชธานี,2,เมืองอุบลราชธานี,ขี้เหล็ก,1.0,,54.0,,4.0,,,,,,,,,21,,,118,,,,,331,417,,,,,3,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,112,,,4,,,,,,,,,,0.0,,1.0,,,,13
อุบลราชธานี,2,เมืองอุบลราชธานี,ขี้เหล็ก,10.0,,17.0,,2.0,,,,,,,,,8,,,65,,,,,181,216,,,,,2,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,82,,,0,,,,,,,,,,1.0,,1.0,,,,2
อุบลราชธานี,2,เมืองอุบลราชธานี,ขี้เหล็ก,11.0,,63.0,,0.0,,,,,,,,,12,,,45,,,,,271,336,,,,,14,1.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,107,,,1,,,,,,,,,,0.0,,3.0,,,,22
อุบลราชธานี,2,เมืองอุบลราชธานี,ขี้เหล็ก,2.0,,106.0,,2.0,,,,,,,,,16,,,196,,,,,484,625,,,,,3,1.0,,,,,,,,,7.0,,,,,0,,,,,,,,,,,,,139,,,1,,,,,,,,,,0.0,,1.0,,,,12
อุบลราชธานี,2,เมืองอุบลราชธานี,ขี้เหล็ก,3.0,,70.0,,2.0,,,,,,,,,27,,,136,,,,,434,549,,,,,5,2.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,169,,,1,,,,,,,,,,2.0,,2.0,,,,15
อุบลราชธานี,2,เมืองอุบลราชธานี,ขี้เหล็ก,4.0,,87.0,,1.0,,,,,,,,,23,,,189,,,,,499,626,,,,,4,4.0,,,,,,,,,6.0,,,,,0,,,,,,,,,,,,,173,,,0,,,,,,,,,,1.0,,0.0,,,,11
อุบลราชธานี,2,เมืองอุบลราชธานี,ขี้เหล็ก,5.0,,98.0,,4.0,,,,,,,,,25,,,146,,,,,501,570,,,,,11,2.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,184,,,2,,,,,,,,,,1.0,,5.0,,,,20
อุบลราชธานี,2,เมืองอุบลราชธานี,ขี้เหล็ก,6.0,,138.0,,2.0,,,,,,,,,24,,,224,,,,,605,765,,,,,3,0.0,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,187,,,6,,,,,,,,,,1.0,,2.0,,,,14
อุบลราชธานี,2,เมืองอุบลราชธานี,ขี้เหล็ก,7.0,,73.0,,2.0,,,,,,,,,12,,,86,,,,,318,390,,,,,6,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,130,,,3,,,,,,,,,,0.0,,1.0,,,,4
อุบลราชธานี,2,เมืองอุบลราชธานี,ขี้เหล็ก,8.0,,87.0,,2.0,,,,,,,,,30,,,187,,,,,455,549,,,,,9,0.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,113,,,0,,,,,,,,,,0.0,,1.0,,,,24
อุบลราชธานี,2,เมืองอุบลราชธานี,ขี้เหล็ก,9.0,,54.0,,2.0,,,,,,,,,24,,,81,,,,,281,322,,,,,5,1.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,95,,,4,,,,,,,,,,0.0,,2.0,,,,11
อุบลราชธานี,2,เมืองอุบลราชธานี,ปะอาว,1.0,,32.0,,0.0,,,,,,,,,7,,,62,,,,,206,269,,,,,7,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,95,,,2,,,,,,,,,,0.0,,1.0,,,,0
อุบลราชธานี,2,เมืองอุบลราชธานี,ปะอาว,2.0,,31.0,,0.0,,,,,,,,,9,,,62,,,,,287,361,,,,,20,0.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,156,,,2,,,,,,,,,,0.0,,0.0,,,,5
อุบลราชธานี,2,เมืองอุบลราชธานี,ปะอาว,3.0,,62.0,,2.0,,,,,,,,,12,,,97,,,,,417,634,,,,,8,3.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,221,,,2,,,,,,,,,,0.0,,0.0,,,,7
อุบลราชธานี,2,เมืองอุบลราชธานี,ปะอาว,4.0,,56.0,,1.0,,,,,,,,,13,,,83,,,,,295,401,,,,,4,0.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,127,,,2,,,,,,,,,,2.0,,3.0,,,,1
อุบลราชธานี,2,เมืองอุบลราชธานี,ปะอาว,5.0,,69.0,,1.0,,,,,,,,,30,,,109,,,,,474,745,,,,,9,1.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,246,,,1,,,,,,,,,,2.0,,0.0,,,,6
อุบลราชธานี,2,เมืองอุบลราชธานี,ปะอาว,6.0,,45.0,,0.0,,,,,,,,,19,,,57,,,,,281,465,,,,,13,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,143,,,1,,,,,,,,,,0.0,,0.0,,,,2
อุบลราชธานี,2,เมืองอุบลราชธานี,ปะอาว,7.0,,57.0,,0.0,,,,,,,,,8,,,17,,,,,329,469,,,,,8,0.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,165,,,2,,,,,,,,,,1.0,,0.0,,,,8
อุบลราชธานี,2,เมืองอุบลราชธานี,ปะอาว,8.0,,68.0,,0.0,,,,,,,,,41,,,140,,,,,417,575,,,,,11,0.0,,,,,,,,,5.0,,,,,0,,,,,,,,,,,,,144,,,2,,,,,,,,,,1.0,,2.0,,,,3
อุบลราชธานี,2,เมืองอุบลราชธานี,ปะอาว,9.0,,46.0,,0.0,,,,,,,,,21,,,119,,,,,291,433,,,,,2,1.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,93,,,2,,,,,,,,,,1.0,,0.0,,,,4
อุบลราชธานี,2,เมืองอุบลราชธานี,หนองขอน,1.0,,0.0,,0.0,,,,,,,,,0,,,0,,,,,0,0,,,,,0,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,0,,,0,,,,,,,,,,0.0,,0.0,,,,0
อุบลราชธานี,2,เมืองอุบลราชธานี,หนองขอน,10.0,,121.0,,3.0,,,,,,,,,27,,,238,,,,,602,811,,,,,16,1.0,,,,,,,,,5.0,,,,,0,,,,,,,,,,,,,169,,,2,,,,,,,,,,2.0,,3.0,,,,15
อุบลราชธานี,2,เมืองอุบลราชธานี,หนองขอน,11.0,,114.0,,2.0,,,,,,,,,25,,,148,,,,,459,592,,,,,6,2.0,,,,,,,,,9.0,,,,,0,,,,,,,,,,,,,119,,,6,,,,,,,,,,3.0,,3.0,,,,22
อุบลราชธานี,2,เมืองอุบลราชธานี,หนองขอน,12.0,,40.0,,0.0,,,,,,,,,17,,,174,,,,,338,388,,,,,1,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,95,,,2,,,,,,,,,,0.0,,2.0,,,,6
อุบลราชธานี,2,เมืองอุบลราชธานี,หนองขอน,13.0,,34.0,,1.0,,,,,,,,,9,,,93,,,,,236,285,,,,,4,1.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,85,,,0,,,,,,,,,,0.0,,1.0,,,,5
อุบลราชธานี,2,เมืองอุบลราชธานี,หนองขอน,14.0,,40.0,,2.0,,,,,,,,,12,,,100,,,,,265,332,,,,,2,3.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,82,,,6,,,,,,,,,,1.0,,0.0,,,,15
อุบลราชธานี,2,เมืองอุบลราชธานี,หนองขอน,15.0,,46.0,,2.0,,,,,,,,,2,,,68,,,,,224,285,,,,,2,2.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,94,,,1,,,,,,,,,,2.0,,2.0,,,,0
อุบลราชธานี,2,เมืองอุบลราชธานี,หนองขอน,2.0,,81.0,,4.0,,,,,,,,,23,,,216,,,,,484,593,,,,,5,0.0,,,,,,,,,7.0,,,,,0,,,,,,,,,,,,,129,,,5,,,,,,,,,,1.0,,1.0,,,,12
อุบลราชธานี,2,เมืองอุบลราชธานี,หนองขอน,3.0,,151.0,,2.0,,,,,,,,,42,,,208,,,,,702,841,,,,,14,2.0,,,,,,,,,7.0,,,,,0,,,,,,,,,,,,,215,,,4,,,,,,,,,,3.0,,1.0,,,,53
อุบลราชธานี,2,เมืองอุบลราชธานี,หนองขอน,4.0,,71.0,,2.0,,,,,,,,,24,,,167,,,,,375,475,,,,,2,1.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,86,,,9,,,,,,,,,,1.0,,1.0,,,,9
อุบลราชธานี,2,เมืองอุบลราชธานี,หนองขอน,5.0,,62.0,,4.0,,,,,,,,,20,,,105,,,,,356,462,,,,,3,3.0,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,137,,,2,,,,,,,,,,2.0,,0.0,,,,14
อุบลราชธานี,2,เมืองอุบลราชธานี,หนองขอน,6.0,,82.0,,2.0,,,,,,,,,23,,,141,,,,,395,570,,,,,1,1.0,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,116,,,3,,,,,,,,,,0.0,,2.0,,,,20
อุบลราชธานี,2,เมืองอุบลราชธานี,หนองขอน,7.0,,99.0,,2.0,,,,,,,,,23,,,91,,,,,411,534,,,,,9,0.0,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,168,,,1,,,,,,,,,,2.0,,2.0,,,,10
อุบลราชธานี,2,เมืองอุบลราชธานี,หนองขอน,8.0,,106.0,,1.0,,,,,,,,,16,,,111,,,,,384,493,,,,,10,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,126,,,0,,,,,,,,,,1.0,,1.0,,,,12
อุบลราชธานี,2,เมืองอุบลราชธานี,หนองขอน,9.0,,84.0,,2.0,,,,,,,,,13,,,112,,,,,379,493,,,,,8,2.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,114,,,2,,,,,,,,,,4.0,,2.0,,,,34
อุบลราชธานี,2,เมืองอุบลราชธานี,หัวเรือ,1.0,,90.0,,1.0,,,,,,,,,25,,,146,,,,,455,577,,,,,14,0.0,,,,,,,,,5.0,,,,,0,,,,,,,,,,,,,140,,,2,,,,,,,,,,2.0,,2.0,,,,18
อุบลราชธานี,2,เมืองอุบลราชธานี,หัวเรือ,10.0,,36.0,,0.0,,,,,,,,,11,,,142,,,,,282,340,,,,,3,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,80,,,2,,,,,,,,,,3.0,,1.0,,,,4
อุบลราชธานี,2,เมืองอุบลราชธานี,หัวเรือ,11.0,,92.0,,2.0,,,,,,,,,17,,,212,,,,,476,579,,,,,7,1.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,127,,,1,,,,,,,,,,0.0,,2.0,,,,12
อุบลราชธานี,2,เมืองอุบลราชธานี,หัวเรือ,12.0,,82.0,,2.0,,,,,,,,,19,,,164,,,,,412,495,,,,,7,3.0,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,109,,,1,,,,,,,,,,1.0,,4.0,,,,16
อุบลราชธานี,2,เมืองอุบลราชธานี,หัวเรือ,13.0,,36.0,,3.0,,,,,,,,,16,,,139,,,,,318,399,,,,,4,2.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,113,,,1,,,,,,,,,,0.0,,0.0,,,,3
อุบลราชธานี,2,เมืองอุบลราชธานี,หัวเรือ,14.0,,37.0,,1.0,,,,,,,,,16,,,79,,,,,269,332,,,,,1,0.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,131,,,0,,,,,,,,,,1.0,,0.0,,,,0
อุบลราชธานี,2,เมืองอุบลราชธานี,หัวเรือ,15.0,,54.0,,1.0,,,,,,,,,13,,,81,,,,,317,389,,,,,6,1.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,156,,,0,,,,,,,,,,0.0,,2.0,,,,3
อุบลราชธานี,2,เมืองอุบลราชธานี,หัวเรือ,16.0,,56.0,,0.0,,,,,,,,,16,,,145,,,,,302,361,,,,,2,1.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,74,,,0,,,,,,,,,,2.0,,2.0,,,,3
อุบลราชธานี,2,เมืองอุบลราชธานี,หัวเรือ,2.0,,107.0,,0.0,,,,,,,,,27,,,121,,,,,480,581,,,,,11,2.0,,,,,,,,,5.0,,,,,0,,,,,,,,,,,,,195,,,1,,,,,,,,,,1.0,,1.0,,,,9
อุบลราชธานี,2,เมืองอุบลราชธานี,หัวเรือ,3.0,,70.0,,0.0,,,,,,,,,10,,,161,,,,,332,430,,,,,4,1.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,75,,,2,,,,,,,,,,2.0,,0.0,,,,7
อุบลราชธานี,2,เมืองอุบลราชธานี,หัวเรือ,4.0,,96.0,,1.0,,,,,,,,,19,,,120,,,,,411,508,,,,,4,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,158,,,2,,,,,,,,,,2.0,,0.0,,,,8
อุบลราชธานี,2,เมืองอุบลราชธานี,หัวเรือ,5.0,,91.0,,3.0,,,,,,,,,24,,,200,,,,,542,681,,,,,13,3.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,189,,,2,,,,,,,,,,5.0,,1.0,,,,9
อุบลราชธานี,2,เมืองอุบลราชธานี,หัวเรือ,6.0,,100.0,,1.0,,,,,,,,,17,,,117,,,,,446,533,,,,,15,1.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,174,,,3,,,,,,,,,,2.0,,2.0,,,,12
อุบลราชธานี,2,เมืองอุบลราชธานี,หัวเรือ,7.0,,103.0,,1.0,,,,,,,,,22,,,223,,,,,494,644,,,,,11,2.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,110,,,3,,,,,,,,,,0.0,,4.0,,,,14
อุบลราชธานี,2,เมืองอุบลราชธานี,หัวเรือ,8.0,,55.0,,0.0,,,,,,,,,20,,,97,,,,,296,375,,,,,8,2.0,,,,,,,,,5.0,,,,,0,,,,,,,,,,,,,104,,,1,,,,,,,,,,0.0,,1.0,,,,3
อุบลราชธานี,2,เมืองอุบลราชธานี,หัวเรือ,9.0,,73.0,,0.0,,,,,,,,,19,,,9,,,,,273,334,,,,,3,1.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,67,,,4,,,,,,,,,,1.0,,1.0,,,,12
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,1.0,,281.0,,3.0,,,,,,,,,34,,,65,,,,,667,900,,,,,15,4.0,,,,,,,,,14.0,,,,,0,,,,,,,,,,,,,184,,,9,,,,,,,,,,7.0,,2.0,,,,49
อุบลราชธานี,2,เมืองอุบลราชธานี,ไร่น้อย,10.0,,137.0,,3.0,,,,,,,,,32,,,292,,,,,673,841,,,,,12,2.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,167,,,3,,,,,,,,,,4.0,,3.0,,,,15
