province,province_number,district,subdistrict,station_number,เขต_กรีน,เขต_ก้าวไกล,เขต_ครูไทยเพื่อประชาช,เขต_คลองไทย,เขต_ความหวังใหม่,เขต_ชาติพัฒนากล้า,เขต_ชาติรุ่งเรือง,เขต_ชาติไทยพัฒนา,เขต_ช่วยชาติ,เขต_ถิ่นกาขาวชาววิไล,เขต_ทางเลือกใหม่,เขต_ท้องที่ไทย,เขต_บัตรเสีย,เขต_ประชากรไทย,เขต_ประชาชาติ,เขต_ประชาธิปัตย์,เขต_ประชาธิปไตยใหม่,เขต_ประชาภิวัฒน์,เขต_ประชาสามัคคี,เขต_ประชาไทย,เขต_ผู้มาใช้สิทธิ์,เขต_ผู้มีสิทธิ์,เขต_พลัง,เขต_พลังธรรมใหม่,เขต_พลังบูรพา,เขต_พลังประชาธิปไตย,เขต_พลังประชารัฐ,เขต_พลังปวงชนไทย,เขต_พลังสยาม,เขต_พลังสหกรณ์,เขต_พลังสังคม,เขต_พลังสังคมใหม่,เขต_พลังเพื่อไทย,เขต_พลังไทยรักชาติ,เขต_ภราดรภาพ,เขต_ภาคีเครือข่ายไทย,เขต_ภูมิใจไทย,เขต_มิติใหม่,เขต_รวมพลัง,เขต_รวมแผ่นดิน,เขต_รวมใจไทย,เขต_รวมไทยสร้างชาติ,เขต_รักษ์ธรรม,เขต_รักษ์ผืนป่าประเทศ,เขต_ราษฎร์วิถี,เขต_สังคมประชาธิปไตยไ,เขต_สามัญชน,เขต_อนาคตไทย,เขต_เปลี่ยน,เขต_เปลี่ยนอนาคต,เขต_เป็นธรรม,เขต_เพื่อชาติ,เขต_เพื่อชาติไทย,เขต_เพื่ออนาคตไทย,เขต_เพื่อไทย,เขต_เพื่อไทรวมพลัง,เขต_เสมอภาค,เขต_เสรีรวมไทย,เขต_เส้นด้าย,เขต_แนวทางใหม่,เขต_แผ่นดินธรรม,เขต_แรงงานสร้างชาติ,เขต_ใหม่,เขต_ไทยก้าวหน้า,เขต_ไทยชนะ,เขต_ไทยธรรม,เขต_ไทยพร้อม,เขต_ไทยภักดี,เขต_ไทยรวมไทย,เขต_ไทยศรีวิไลย์,เขต_ไทยสมาร์ท,เขต_ไทยสร้างไทย,เขต_ไทยเป็นหนึ่ง,เขต_ไม่เลือกผู้ใด
อุบลราชธานี,2,เขื่องใน,ท่าไห,8.0,,19.0,,0.0,,,,,,,,,18,,,118,,,,,286,560,,,,,12,0.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,108,,,2,,,,,,,,,,1.0,,1.0,,,,4
อุบลราชธานี,2,เขื่องใน,ท่าไห,9.0,,21.0,,0.0,,,,,,,,,15,,,86,,,,,221,412,,,,,1,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,94,,,0,,,,,,,,,,3.0,,0.0,,,,1
อุบลราชธานี,2,เขื่องใน,ธาตุน้อย,1.0,,49.0,,1.0,,,,,,,,,22,,,125,,,,,322,539,,,,,12,1.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,105,,,1,,,,,,,,,,1.0,,1.0,,,,3
อุบลราชธานี,2,เขื่องใน,ธาตุน้อย,10.0,,38.0,,2.0,,,,,,,,,28,,,99,,,,,401,699,,,,,21,1.0,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,199,,,0,,,,,,,,,,2.0,,2.0,,,,5
อุบลราชธานี,2,เขื่องใน,ธาตุน้อย,2.0,,24.0,,1.0,,,,,,,,,27,,,163,,,,,321,520,,,,,11,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,89,,,2,,,,,,,,,,0.0,,1.0,,,,3
อุบลราชธานี,2,เขื่องใน,ธาตุน้อย,3.0,,21.0,,0.0,,,,,,,,,49,,,119,,,,,482,754,,,,,3,1.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,272,,,0,,,,,,,,,,3.0,,1.0,,,,10
อุบลราชธานี,2,เขื่องใน,ธาตุน้อย,4.0,,14.0,,1.0,,,,,,,,,13,,,91,,,,,188,303,,,,,9,1.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,56,,,0,,,,,,,,,,1.0,,0.0,,,,2
อุบลราชธานี,2,เขื่องใน,ธาตุน้อย,5.0,,8.0,,1.0,,,,,,,,,12,,,175,,,,,275,402,,,,,4,1.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,69,,,0,,,,,,,,,,0.0,,0.0,,,,4
อุบลราชธานี,2,เขื่องใน,ธาตุน้อย,6.0,,23.0,,1.0,,,,,,,,,17,,,65,,,,,203,322,,,,,8,1.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,80,,,2,,,,,,,,,,0.0,,2.0,,,,4
อุบลราชธานี,2,เขื่องใน,ธาตุน้อย,7.0,,21.0,,1.0,,,,,,,,,15,,,69,,,,,215,369,,,,,4,0.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,97,,,1,,,,,,,,,,2.0,,1.0,,,,2
อุบลราชธานี,2,เขื่องใน,ธาตุน้อย,8.0,,52.0,,0.0,,,,,,,,,26,,,121,,,,,404,647,,,,,8,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,183,,,1,,,,,,,,,,0.0,,5.0,,,,7
อุบลราชธานี,2,เขื่องใน,ธาตุน้อย,9.0,,18.0,,0.0,,,,,,,,,14,,,222,,,,,345,533,,,,,1,1.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,80,,,1,,,,,,,,,,0.0,,3.0,,,,4
อุบลราชธานี,2,เขื่องใน,นาคำใหญ่,1.0,,48.0,,0.0,,,,,,,,,24,,,115,,,,,362,611,,,,,5,2.0,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,151,,,1,,,,,,,,,,2.0,,1.0,,,,9
อุบลราชธานี,2,เขื่องใน,นาคำใหญ่,2.0,,20.0,,0.0,,,,,,,,,12,,,91,,,,,211,354,,,,,5,0.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,76,,,0,,,,,,,,,,0.0,,1.0,,,,4
อุบลราชธานี,2,เขื่องใน,นาคำใหญ่,3.0,,8.0,,0.0,,,,,,,,,2,,,28,,,,,80,118,,,,,11,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,26,,,0,,,,,,,,,,0.0,,0.0,,,,4
อุบลราชธานี,2,เขื่องใน,นาคำใหญ่,4.0,,23.0,,0.0,,,,,,,,,8,,,46,,,,,151,215,,,,,12,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,57,,,0,,,,,,,,,,0.0,,0.0,,,,5
อุบลราชธานี,2,เขื่องใน,นาคำใหญ่,5.0,,14.0,,0.0,,,,,,,,,6,,,96,,,,,172,273,,,,,1,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,48,,,0,,,,,,,,,,0.0,,2.0,,,,4
อุบลราชธานี,2,เขื่องใน,นาคำใหญ่,6.0,,22.0,,0.0,,,,,,,,,15,,,144,,,,,271,447,,,,,1,1.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,84,,,0,,,,,,,,,,1.0,,1.0,,,,1
อุบลราชธานี,2,เขื่องใน,นาคำใหญ่,7.0,,16.0,,0.0,,,,,,,,,20,,,153,,,,,328,491,,,,,1,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,128,,,4,,,,,,,,,,2.0,,0.0,,,,3
อุบลราชธานี,2,เขื่องใน,นาคำใหญ่,8.0,,38.0,,1.0,,,,,,,,,18,,,83,,,,,310,497,,,,,9,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,153,,,1,,,,,,,,,,1.0,,1.0,,,,4
อุบลราชธานี,2,เขื่องใน,บ้านกอก,1.0,,49.0,,0.0,,,,,,,,,14,,,202,,,,,534,666,,,,,2,0.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,260,,,2,,,,,,,,,,1.0,,1.0,,,,1
อุบลราชธานี,2,เขื่องใน,บ้านกอก,2.0,,47.0,,0.0,,,,,,,,,14,,,190,,,,,507,652,,,,,2,0.0,,,,,,,,,5.0,,,,,0,,,,,,,,,,,,,245,,,0,,,,,,,,,,1.0,,1.0,,,,2
อุบลราชธานี,2,เขื่องใน,บ้านกอก,3.0,,11.0,,0.0,,,,,,,,,3,,,112,,,,,174,226,,,,,2,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,44,,,0,,,,,,,,,,1.0,,0.0,,,,1
อุบลราชธานี,2,เขื่องใน,บ้านกอก,4.0,,46.0,,1.0,,,,,,,,,19,,,129,,,,,418,664,,,,,10,0.0,,,,,,,,,7.0,,,,,0,,,,,,,,,,,,,193,,,0,,,,,,,,,,0.0,,1.0,,,,12
อุบลราชธานี,2,เขื่องใน,บ้านกอก,5.0,,64.0,,1.0,,,,,,,,,20,,,115,,,,,370,536,,,,,10,1.0,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,147,,,0,,,,,,,,,,0.0,,1.0,,,,7
อุบลราชธานี,2,เขื่องใน,บ้านกอก,6.0,,57.0,,0.0,,,,,,,,,9,,,74,,,,,293,464,,,,,13,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,130,,,0,,,,,,,,,,0.0,,2.0,,,,8
อุบลราชธานี,2,เขื่องใน,บ้านไทย,1.0,,16.0,,0.0,,,,,,,,,10,,,71,,,,,158,257,,,,,1,0.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,56,,,0,,,,,,,,,,0.0,,0.0,,,,2
อุบลราชธานี,2,เขื่องใน,บ้านไทย,10.0,,18.0,,0.0,,,,,,,,,14,,,107,,,,,212,295,,,,,10,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,57,,,1,,,,,,,,,,1.0,,2.0,,,,2
อุบลราชธานี,2,เขื่องใน,บ้านไทย,11.0,,13.0,,0.0,,,,,,,,,8,,,91,,,,,213,357,,,,,4,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,89,,,2,,,,,,,,,,2.0,,1.0,,,,3
อุบลราชธานี,2,เขื่องใน,บ้านไทย,12.0,,9.0,,0.0,,,,,,,,,15,,,67,,,,,195,347,,,,,6,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,96,,,0,,,,,,,,,,0.0,,0.0,,,,1
อุบลราชธานี,2,เขื่องใน,บ้านไทย,2.0,,26.0,,1.0,,,,,,,,,5,,,101,,,,,228,343,,,,,10,0.0,,,,,,,,,5.0,,,,,0,,,,,,,,,,,,,74,,,0,,,,,,,,,,0.0,,0.0,,,,6
อุบลราชธานี,2,เขื่องใน,บ้านไทย,3.0,,34.0,,0.0,,,,,,,,,14,,,248,,,,,385,547,,,,,5,0.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,78,,,1,,,,,,,,,,0.0,,1.0,,,,2
อุบลราชธานี,2,เขื่องใน,บ้านไทย,4.0,,26.0,,2.0,,,,,,,,,16,,,239,,,,,377,554,,,,,4,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,83,,,2,,,,,,,,,,0.0,,0.0,,,,4
อุบลราชธานี,2,เขื่องใน,บ้านไทย,5.0,,23.0,,0.0,,,,,,,,,9,,,84,,,,,180,276,,,,,4,0.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,49,,,1,,,,,,,,,,0.0,,1.0,,,,6
อุบลราชธานี,2,เขื่องใน,บ้านไทย,6.0,,0.0,,0.0,,,,,,,,,0,,,0,,,,,0,0,,,,,0,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,79,,,0,,,,,,,,,,0.0,,0.0,,,,0
อุบลราชธานี,2,เขื่องใน,บ้านไทย,7.0,,19.0,,1.0,,,,,,,,,15,,,126,,,,,330,539,,,,,7,0.0,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,144,,,1,,,,,,,,,,5.0,,0.0,,,,8
อุบลราชธานี,2,เขื่องใน,บ้านไทย,8.0,,33.0,,0.0,,,,,,,,,20,,,210,,,,,359,531,,,,,6,1.0,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,77,,,1,,,,,,,,,,1.0,,1.0,,,,5
อุบลราชธานี,2,เขื่องใน,บ้านไทย,9.0,,39.0,,0.0,,,,,,,,,33,,,251,,,,,498,765,,,,,9,0.0,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,146,,,2,,,,,,,,,,2.0,,2.0,,,,10
อุบลราชธานี,2,เขื่องใน,ยางขี้นก,1.0,,26.0,,0.0,,,,,,,,,13,,,70,,,,,261,358,,,,,3,0.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,144,,,1,,,,,,,,,,0.0,,0.0,,,,4
อุบลราชธานี,2,เขื่องใน,ยางขี้นก,10.0,,13.0,,0.0,,,,,,,,,10,,,101,,,,,191,291,,,,,4,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,71,,,0,,,,,,,,,,1.0,,1.0,,,,4
อุบลราชธานี,2,เขื่องใน,ยางขี้นก,2.0,,13.0,,0.0,,,,,,,,,5,,,104,,,,,177,248,,,,,3,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,52,,,0,,,,,,,,,,0.0,,0.0,,,,0
อุบลราชธานี,2,เขื่องใน,ยางขี้นก,3.0,,40.0,,1.0,,,,,,,,,21,,,159,,,,,430,624,,,,,5,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,190,,,2,,,,,,,,,,2.0,,1.0,,,,9
อุบลราชธานี,2,เขื่องใน,ยางขี้นก,4.0,,48.0,,0.0,,,,,,,,,22,,,133,,,,,402,573,,,,,2,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,180,,,0,,,,,,,,,,0.0,,0.0,,,,16
อุบลราชธานี,2,เขื่องใน,ยางขี้นก,5.0,,25.0,,0.0,,,,,,,,,22,,,101,,,,,252,367,,,,,11,0.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,83,,,2,,,,,,,,,,1.0,,2.0,,,,3
อุบลราชธานี,2,เขื่องใน,ยางขี้นก,6.0,,31.0,,0.0,,,,,,,,,16,,,198,,,,,351,455,,,,,3,0.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,94,,,0,,,,,,,,,,2.0,,1.0,,,,4
อุบลราชธานี,2,เขื่องใน,ยางขี้นก,7.0,,26.0,,0.0,,,,,,,,,12,,,172,,,,,250,342,,,,,3,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,29,,,0,,,,,,,,,,2.0,,0.0,,,,6
อุบลราชธานี,2,เขื่องใน,ยางขี้นก,8.0,,29.0,,1.0,,,,,,,,,19,,,148,,,,,298,426,,,,,12,0.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,75,,,1,,,,,,,,,,1.0,,1.0,,,,8
อุบลราชธานี,2,เขื่องใน,ยางขี้นก,9.0,,20.0,,1.0,,,,,,,,,10,,,108,,,,,178,247,,,,,10,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,25,,,0,,,,,,,,,,0.0,,0.0,,,,4
อุบลราชธานี,2,เขื่องใน,ศรีสุข,1.0,,33.0,,1.0,,,,,,,,,19,,,139,,,,,311,504,,,,,5,0.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,106,,,1,,,,,,,,,,3.0,,0.0,,,,1
อุบลราชธานี,2,เขื่องใน,ศรีสุข,2.0,,36.0,,1.0,,,,,,,,,14,,,149,,,,,326,538,,,,,7,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,114,,,0,,,,,,,,,,1.0,,0.0,,,,3
อุบลราชธานี,2,เขื่องใน,ศรีสุข,3.0,,33.0,,2.0,,,,,,,,,17,,,143,,,,,378,577,,,,,2,1.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,166,,,5,,,,,,,,,,2.0,,2.0,,,,4
อุบลราชธานี,2,เขื่องใน,ศรีสุข,4.0,,27.0,,0.0,,,,,,,,,23,,,202,,,,,418,632,,,,,4,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,153,,,0,,,,,,,,,,2.0,,1.0,,,,5
อุบลราชธานี,2,เขื่องใน,ศรีสุข,5.0,,12.0,,0.0,,,,,,,,,8,,,121,,,,,230,350,,,,,3,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,84,,,0,,,,,,,,,,0.0,,0.0,,,,1
อุบลราชธานี,2,เขื่องใน,ศรีสุข,6.0,,29.0,,1.0,,,,,,,,,33,,,145,,,,,383,672,,,,,4,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,150,,,3,,,,,,,,,,2.0,,3.0,,,,12
อุบลราชธานี,2,เขื่องใน,ศรีสุข,7.0,,12.0,,0.0,,,,,,,,,20,,,138,,,,,282,500,,,,,7,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,97,,,0,,,,,,,,,,0.0,,2.0,,,,5
อุบลราชธานี,2,เขื่องใน,ศรีสุข,8.0,,43.0,,0.0,,,,,,,,,30,,,164,,,,,417,640,,,,,7,0.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,161,,,1,,,,,,,,,,2.0,,2.0,,,,5
อุบลราชธานี,2,เขื่องใน,สร้างถ่อ,1.0,,30.0,,1.0,,,,,,,,,21,,,182,,,,,296,428,,,,,3,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,51,,,1,,,,,,,,,,1.0,,2.0,,,,3
อุบลราชธานี,2,เขื่องใน,สร้างถ่อ,10.0,,11.0,,0.0,,,,,,,,,7,,,58,,,,,179,257,,,,,16,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,81,,,1,,,,,,,,,,0.0,,1.0,,,,3
อุบลราชธานี,2,เขื่องใน,สร้างถ่อ,11.0,,21.0,,0.0,,,,,,,,,21,,,75,,,,,277,385,,,,,5,1.0,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,137,,,1,,,,,,,,,,3.0,,2.0,,,,7
อุบลราชธานี,2,เขื่องใน,สร้างถ่อ,12.0,,35.0,,0.0,,,,,,,,,12,,,165,,,,,375,563,,,,,7,0.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,142,,,0,,,,,,,,,,4.0,,2.0,,,,5
อุบลราชธานี,2,เขื่องใน,สร้างถ่อ,13.0,,29.0,,0.0,,,,,,,,,18,,,184,,,,,381,651,,,,,16,0.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,122,,,1,,,,,,,,,,0.0,,2.0,,,,7
อุบลราชธานี,2,เขื่องใน,สร้างถ่อ,14.0,,27.0,,0.0,,,,,,,,,16,,,176,,,,,352,538,,,,,6,0.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,120,,,0,,,,,,,,,,2.0,,1.0,,,,2
อุบลราชธานี,2,เขื่องใน,สร้างถ่อ,15.0,,21.0,,1.0,,,,,,,,,9,,,202,,,,,301,455,,,,,13,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,46,,,2,,,,,,,,,,0.0,,4.0,,,,3
อุบลราชธานี,2,เขื่องใน,สร้างถ่อ,16.0,,38.0,,0.0,,,,,,,,,8,,,152,,,,,262,380,,,,,12,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,38,,,2,,,,,,,,,,1.0,,2.0,,,,9
อุบลราชธานี,2,เขื่องใน,สร้างถ่อ,17.0,,33.0,,0.0,,,,,,,,,20,,,114,,,,,308,537,,,,,4,2.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,130,,,0,,,,,,,,,,1.0,,0.0,,,,3
อุบลราชธานี,2,เขื่องใน,สร้างถ่อ,2.0,,30.0,,1.0,,,,,,,,,27,,,297,,,,,449,672,,,,,6,0.0,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,78,,,1,,,,,,,,,,1.0,,0.0,,,,4
อุบลราชธานี,2,เขื่องใน,สร้างถ่อ,3.0,,23.0,,1.0,,,,,,,,,35,,,232,,,,,420,616,,,,,7,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,111,,,3,,,,,,,,,,2.0,,2.0,,,,3
อุบลราชธานี,2,เขื่องใน,สร้างถ่อ,4.0,,20.0,,0.0,,,,,,,,,20,,,113,,,,,242,354,,,,,6,0.0,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,73,,,1,,,,,,,,,,3.0,,0.0,,,,2
อุบลราชธานี,2,เขื่องใน,สร้างถ่อ,5.0,,12.0,,0.0,,,,,,,,,15,,,158,,,,,261,403,,,,,2,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,70,,,1,,,,,,,,,,1.0,,0.0,,,,2
อุบลราชธานี,2,เขื่องใน,สร้างถ่อ,6.0,,20.0,,0.0,,,,,,,,,12,,,165,,,,,347,546,,,,,11,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,133,,,2,,,,,,,,,,0.0,,1.0,,,,2
อุบลราชธานี,2,เขื่องใน,สร้างถ่อ,7.0,,15.0,,1.0,,,,,,,,,18,,,55,,,,,184,347,,,,,5,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,85,,,1,,,,,,,,,,1.0,,0.0,,,,2
อุบลราชธานี,2,เขื่องใน,สร้างถ่อ,8.0,,16.0,,1.0,,,,,,,,,8,,,46,,,,,158,257,,,,,3,0.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,77,,,1,,,,,,,,,,0.0,,0.0,,,,4
อุบลราชธานี,2,เขื่องใน,สร้างถ่อ,9.0,,27.0,,0.0,,,,,,,,,12,,,116,,,,,244,407,,,,,8,0.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,78,,,0,,,,,,,,,,0.0,,0.0,,,,1
อุบลราชธานี,2,เขื่องใน,สหธาตุ,1.0,,24.0,,0.0,,,,,,,,,10,,,73,,,,,197,315,,,,,5,2.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,80,,,0,,,,,,,,,,0.0,,2.0,,,,1
อุบลราชธานี,2,เขื่องใน,สหธาตุ,2.0,,13.0,,1.0,,,,,,,,,16,,,111,,,,,234,389,,,,,0,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,89,,,0,,,,,,,,,,0.0,,2.0,,,,1
อุบลราชธานี,2,เขื่องใน,สหธาตุ,3.0,,33.0,,2.0,,,,,,,,,15,,,87,,,,,302,429,,,,,4,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,156,,,0,,,,,,,,,,2.0,,1.0,,,,1
อุบลราชธานี,2,เขื่องใน,สหธาตุ,4.0,,30.0,,1.0,,,,,,,,,23,,,80,,,,,331,450,,,,,6,0.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,183,,,0,,,,,,,,,,2.0,,1.0,,,,2
อุบลราชธานี,2,เขื่องใน,สหธาตุ,5.0,,29.0,,0.0,,,,,,,,,18,,,75,,,,,295,403,,,,,2,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,162,,,0,,,,,,,,,,3.0,,0.0,,,,5
อุบลราชธานี,2,เขื่องใน,สหธาตุ,6.0,,17.0,,0.0,,,,,,,,,6,,,60,,,,,184,292,,,,,0,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,97,,,0,,,,,,,,,,2.0,,0.0,,,,1
อุบลราชธานี,2,เขื่องใน,สหธาตุ,7.0,,3.0,,0.0,,,,,,,,,3,,,48,,,,,124,198,,,,,1,1.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,66,,,0,,,,,,,,,,0.0,,0.0,,,,1
อุบลราชธานี,2,เขื่องใน,หนองเหล่า,1.0,,15.0,,0.0,,,,,,,,,18,,,263,,,,,345,479,,,,,2,0.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,37,,,2,,,,,,,,,,0.0,,1.0,,,,4
อุบลราชธานี,2,เขื่องใน,หนองเหล่า,10.0,,18.0,,1.0,,,,,,,,,19,,,199,,,,,288,446,,,,,1,1.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,43,,,0,,,,,,,,,,0.0,,1.0,,,,3
อุบลราชธานี,2,เขื่องใน,หนองเหล่า,11.0,,37.0,,0.0,,,,,,,,,24,,,186,,,,,323,463,,,,,1,0.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,59,,,3,,,,,,,,,,1.0,,3.0,,,,6
อุบลราชธานี,2,เขื่องใน,หนองเหล่า,2.0,,24.0,,3.0,,,,,,,,,15,,,224,,,,,450,608,,,,,7,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,170,,,0,,,,,,,,,,3.0,,1.0,,,,2
อุบลราชธานี,2,เขื่องใน,หนองเหล่า,3.0,,34.0,,0.0,,,,,,,,,16,,,166,,,,,392,553,,,,,5,0.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,155,,,3,,,,,,,,,,2.0,,2.0,,,,7
อุบลราชธานี,2,เขื่องใน,หนองเหล่า,4.0,,15.0,,2.0,,,,,,,,,18,,,139,,,,,295,457,,,,,3,0.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,106,,,1,,,,,,,,,,2.0,,1.0,,,,5
อุบลราชธานี,2,เขื่องใน,หนองเหล่า,5.0,,13.0,,0.0,,,,,,,,,16,,,154,,,,,243,375,,,,,0,1.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,50,,,2,,,,,,,,,,1.0,,0.0,,,,5
อุบลราชธานี,2,เขื่องใน,หนองเหล่า,6.0,,6.0,,0.0,,,,,,,,,18,,,146,,,,,268,423,,,,,7,0.0,,,,,,,,,4.0,,,,,0,,,,,,,,,,,,,79,,,2,,,,,,,,,,0.0,,1.0,,,,5
อุบลราชธานี,2,เขื่องใน,หนองเหล่า,7.0,,18.0,,0.0,,,,,,,,,16,,,100,,,,,207,278,,,,,5,0.0,,,,,,,,,0.0,,,,,0,,,,,,,,,,,,,61,,,0,,,,,,,,,,2.0,,0.0,,,,5
อุบลราชธานี,2,เขื่องใน,หนองเหล่า,8.0,,9.0,,1.0,,,,,,,,,11,,,26,,,,,237,299,,,,,9,0.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,106,,,0,,,,,,,,,,0.0,,0.0,,,,2
อุบลราชธานี,2,เขื่องใน,หนองเหล่า,9.0,,16.0,,3.0,,,,,,,,,19,,,116,,,,,296,452,,,,,7,1.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,128,,,1,,,,,,,,,,2.0,,0.0,,,,1
อุบลราชธานี,2,เขื่องใน,หัวดอน,1.0,,40.0,,0.0,,,,,,,,,8,,,85,,,,,268,370,,,,,2,1.0,,,,,,,,,3.0,,,,,0,,,,,,,,,,,,,118,,,0,,,,,,,,,,1.0,,0.0,,,,10
อุบลราชธานี,2,เขื่องใน,หัวดอน,10.0,,59.0,,3.0,,,,,,,,,19,,,148,,,,,390,577,,,,,3,1.0,,,,,,,,,2.0,,,,,0,,,,,,,,,,,,,139,,,2,,,,,,,,,,3.0,,2.0,,,,9
อุบลราชธานี,2,เขื่องใน,หัวดอน,11.0,,26.0,,5.0,,,,,,,,,19,,,200,,,,,331,479,,,,,2,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,74,,,0,,,,,,,,,,1.0,,0.0,,,,3
อุบลราชธานี,2,เขื่องใน,หัวดอน,2.0,,31.0,,0.0,,,,,,,,,8,,,105,,,,,226,324,,,,,8,0.0,,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,61,,,1,,,,,,,,,,2.0,,0.0,,,,9
